Image,Avg_N_Score,Image1_Age,Emotion_Similarity,label
12064_ElsaMartinelli_33_f.jpg,0.62,33,0.03,1
190_JhonLenon_10_m.jpg,0.62,10,0.31,1
13029_GeraldineChaplin_36_f.jpg,0.45,36,0.19,1
1703_EdHarris_45_m.jpg,0.41,45,0.12,1
15904_VeraEllen_30_f.jpg,0.42,30,0.32,1
12890_RuthGordon_55_f.jpg,0.57,55,0.41,1
8761_AlecGuinness_46_m.jpg,0.35,46,0.43,0
10939_DaliahLavi_24_f.jpg,0.59,24,0.04,1
8891_ChristopherEccleston_34_m.jpg,0.48,34,0.04,1
10618_LindaEvans_41_f.jpg,0.57,41,0.48,1
6131_DanaAndrews_35_m.jpg,0.45,35,0.39,1
15283_DyanCannon_75_f.jpg,0.48,75,0,1
1894_AlanYoung_86_m.jpg,0.43,86,0.65,1
11375_ZsaZsaGabor_47_f.jpg,0.42,47,0.26,1
10397_AnnMargret_64_f.jpg,0.53,64,0.39,1
14954_AmandaBlake_46_f.jpg,0.49,46,0.13,1
15628_KatharineRoss_25_f.jpg,0.5,25,0.08,1
15814_StefaniePowers_23_f.jpg,0.58,23,0.3,1
10834_RaquelWelch_34_f.jpg,0.54,34,0,1
7358_LouisJourdan_63_m.jpg,0.46,63,0.22,1
12332_MyrnaLoy_70_f.jpg,0.56,70,0.27,1
7744_AlbertoSordi_21_m.jpg,0.59,21,0.29,1
7521_RichardBoone_57_m.jpg,0.46,57,0.41,1
14404_MaryPickford_55_f.jpg,0.48,55,0.36,1
16278_campbell_25_f.jpg,0.48,25,0.24,1
1346_Soljenitsyne_89_m.jpg,0.51,89,0,1
15167_ConnieBooth_52_f.jpg,0.48,52,0.33,1
11060_JeanneMoreau_43_f.jpg,0.67,43,0.16,1
358_JPMorgan_48_m.jpg,0.45,48,0.5,1
10876_SusanGeorge_61_f.jpg,0.5,61,0.23,1
3115_ChuckNorris_52_m.jpg,0.41,52,0.43,1
5469_MartinScorsese_70_m.jpg,0.44,70,0.39,1
759_WEBDuBois_16_m.jpg,0.67,16,0.67,1
5914_HowardKeel_72_m.jpg,0.52,72,0.24,1
9153_PeterSellers_30_m.jpg,0.4,30,0.18,0
4348_RalphMacchio_28_m.jpg,0.37,28,0.19,0
6505_JohnnyCash_55_m.jpg,0.42,55,0.11,1
11734_SusanSarandon_41_f.jpg,0.44,41,0.22,1
6812_RoyScheider_70_m.jpg,0.37,70,0.21,0
4790_PierceBrosnan_34_m.jpg,0.45,34,0.19,1
10653_LuiseRainer_29_f.jpg,0.47,29,0.22,1
11762_TildaSwinton_25_f.jpg,0.34,25,0.32,0
921_TheodoreRoosevelt_23_m.jpg,0.56,23,0.14,1
8473_WilliamHolden_39_m.jpg,0.56,39,0.14,1
11437_CyndiLauper_45_f.jpg,0.41,45,0.27,1
14046_JudyGarland_32_f.jpg,0.42,32,0.38,1
3081_BruceWillis_40_m.jpg,0.51,40,0.26,1
7975_GilbertRoland_69_m.jpg,0.38,69,0.11,0
6063_WilliamShatner_32_m.jpg,0.46,32,0.23,1
877_WinstonChurchill_75_m.jpg,0.38,75,0,0
10178_JoanLeslie_36_f.jpg,0.38,36,0.41,0
7691_UgoTognazzi_49_m.jpg,0.56,49,0.06,1
13693_NormaShearer_32_f.jpg,0.4,32,0.42,0
15004_AnnMiller_18_f.jpg,0.53,18,0.65,1
5981_JeanMarais_79_m.jpg,0.47,79,0.03,1
7465_NewmanPaul_19_m.jpg,0.44,19,0.26,1
7007_ChristopherWalken_45_m.jpg,0.42,45,0.2,1
8283_RichardChamberlain_44_m.jpg,0.51,44,0.28,1
4204_HarveyKeitel_65_m.jpg,0.47,65,0.23,1
11311_TanyaRoberts_22_f.jpg,0.41,22,0,1
1133_FaradayMichael_29_m.jpg,0.52,29,0.06,1
658_TonyBlair_37_m.jpg,0.47,37,0.07,1
1558_IanHolm_34_m.jpg,0.54,34,0.09,1
4720_MichaelCaine_60_m.jpg,0.38,60,0.45,0
14203_GeraldinePage_42_f.jpg,0.45,42,0.49,1
12797_MargaretOBrien_33_f.jpg,0.45,33,0.04,1
13795_ThelmaRitter_58_f.jpg,0.35,58,0.56,0
3653_OmarSharif_55_m.jpg,0.37,55,0.5,0
15920_VeronicaLake_19_f.jpg,0.4,19,0.55,0
6638_MelFerrer_57_m.jpg,0.35,57,0.54,0
13813_VanessaRedgrave_47_f.jpg,0.56,47,0.26,1
10962_DaliahLavi_71_f.jpg,0.51,71,0.41,1
11344_VirnaLisi_75_f.jpg,0.58,75,0.22,1
8046_HorstBuchholz_32_m.jpg,0.41,32,0.58,1
13741_PatriciaNeal_63_f.jpg,0.48,63,0.65,1
13502_GladysCooper_51_f.jpg,0.44,51,0.12,1
16038_MorganFreeman_69_m.jpg,0.45,69,0.35,1
781_AdolfHitlerr_55_m.jpg,0.52,55,0.15,1
8819_ArnoldSchwarzenegger_22_m.jpg,0.69,22,0.1,1
9026_HumphreyBogard_39_m.jpg,0.42,39,0.48,1
7243_KrisKristofferson_32_m.jpg,0.55,32,0.32,1
1301_RitaLeviMontalcini_96_f.jpg,0.44,96,0.07,1
12449_AngieDickinson_50_f.jpg,0.58,50,0.68,1
10419_BarbaraBain_54_f.jpg,0.47,54,0.19,1
14834_SimoneSignoret_21_f.jpg,0.65,21,0.05,1
4069_ClintWalker_49_m.jpg,0.56,49,0.11,1
5192_CharlesGrodin_54_m.jpg,0.49,54,0.33,1
2332_AbeVigoda_57_m.jpg,0.46,57,0.29,1
12469_AnnaMassey_37_f.jpg,0.48,37,0.15,1
8191_PeterUstinov_70_m.jpg,0.48,70,0.17,1
13956_DeborahKerr_35_f.jpg,0.43,35,0.57,1
8061_HorstBuchholz_65_m.jpg,0.47,65,0.03,1
2471_ClaudeRich_51_m.jpg,0.67,51,0.08,1
12343_MyrnaLoy_55_f.jpg,0.46,55,0.27,1
9928_AliMacGraw_47_f.jpg,0.43,47,0.06,1
8432_WalterPidgeon_38_m.jpg,0.45,38,0.5,1
9478_MaximilianShell_45_m.jpg,0.4,45,0.53,0
10098_JaneBirkin_58_f.jpg,0.49,58,0.42,1
15821_StefaniePowers_38_f.jpg,0.65,38,0.3,1
2833_RonPerlman_57_m.jpg,0.32,57,0.21,0
16025_MorganFreeman_80_m.jpg,0.5,80,0.32,1
5388_JohnMalkovich_54_m.jpg,0.39,54,0.16,0
3132_ChuckNorris_71_m.jpg,0.42,71,0.43,1
10120_JaneFonda_41_f.jpg,0.6,41,0.62,1
2506_DonJohnson_28_m.jpg,0.41,28,0.18,1
2684_JohnCleese_47_m.jpg,0.47,47,0.19,1
6354_JamesArness_53_m.jpg,0.54,53,0.34,1
13329_AvaGardner_28_f.jpg,0.48,28,0.52,1
15997_MuhammadAli_46_m.jpg,0.53,46,0.17,1
4469_WilliamDafoe_38_m.jpg,0.28,38,0.28,0
3812_StacyKeach_44_m.jpg,0.5,44,0.05,1
9097_LawrenceTierney_74_m.jpg,0.43,74,0.24,1
12373_MyrnaLoy_75_f.jpg,0.51,75,0.27,1
4252_JeffreyJones_51_m.jpg,0.45,51,0.35,1
11807_ValerieHarper_71_f.jpg,0.47,71,0.69,1
2469_ClaudeRich_46_m.jpg,0.52,46,0.23,1
3835_StacyKeach_73_m.jpg,0.42,73,0.13,1
423_merrillcharles_69_m.jpg,0.57,69,0.75,1
14816_SilvanaMangano_57_f.jpg,0.52,57,0.06,1
15180_CydCharisse_32_f.jpg,0.7,32,0.03,1
5033_AnthonyAndrews_29_m.jpg,0.65,29,0.34,1
11300_SophiaLoren_26_f.jpg,0.67,26,0.11,1
16014_BillCosby_48_m.jpg,0.46,48,0.17,1
15195_CydCharisse_60_f.jpg,0.52,60,0.57,1
16447_Tyson_82_f.jpg,0.49,82,0.2,1
2800_PeterFonda_62_m.jpg,0.43,62,0.07,1
11664_MireilleDarc_34_f.jpg,0.51,34,0.32,1
14383_LorettaYoung_16_f.jpg,0.44,16,0.12,1
14068_JudyHolliday_33_f.jpg,0.41,33,0.57,1
11708_OliviaHussey_34_f.jpg,0.46,34,0.18,1
8670_JohnCassavetes_39_m.jpg,0.45,39,0,1
5259_Fotopoulos_58_m.jpg,0.47,58,0.18,1
2968_tomselleck_50_m.jpg,0.4,50,0.32,0
1770_TomHanks_36_m.jpg,0.38,36,0.31,0
805_akistsoxatzopoulos_45_m.jpg,0.56,45,0.18,1
12298_LauraAntonelli_55_f.jpg,0.39,55,0.48,0
10805_PeggyLipton_34_f.jpg,0.38,34,0,0
8743_RichardAttenborough_74_m.jpg,0.56,74,0.1,1
6973_CharlesBoyer_59_m.jpg,0.49,59,0.21,1
3179_DerekJacobi_59_m.jpg,0.48,59,0.45,1
3214_EliWallach_73_m.jpg,0.45,73,0.23,1
9372_GregoryPeck_85_m.jpg,0.51,85,0.24,1
10534_JoanCollins_31_f.jpg,0.38,31,0.39,0
1773_TomHanks_39_m.jpg,0.39,39,0.31,0
11347_VirnaLisi_26_f.jpg,0.53,26,0.47,1
1787_TomHanks_50_m.jpg,0.69,50,0.31,1
5037_AnthonyAndrews_34_m.jpg,0.42,34,0.09,1
6719_RexHarrison_48_m.jpg,0.49,48,0.06,1
11705_OliviaHussey_30_f.jpg,0.49,30,0.18,1
14547_AudreyHepburn_30_f.jpg,0.52,30,0.29,1
5684_RobertDeNiro_28_m.jpg,0.59,28,0.08,1
15113_CatherineSchell_29_f.jpg,0.42,29,0.66,1
1531_Bono_25_m.jpg,0.5,25,0.33,1
5014_WarrenBeatty_64_m.jpg,0.42,64,0.29,1
782_AdolfHitlerr_54_m.jpg,0.36,54,0.23,0
16027_MorganFreeman_79_m.jpg,0.46,79,0.35,1
16021_MorganFreeman_70_m.jpg,0.51,70,0.35,1
1289_MarieCurie_42_f.jpg,0.37,42,0.29,0
3654_OmarSharif_59_m.jpg,0.38,59,0.25,0
568_MargaretThatcher_55_f.jpg,0.42,55,0.18,1
10354_AnitaEkberg_41_f.jpg,0.52,41,0.22,1
3344_JeffBridges_59_m.jpg,0.45,59,0.31,1
4244_JeffreyJones_40_m.jpg,0.47,40,0.35,1
5947_JackLarson_83_m.jpg,0.4,83,0.28,0
4363_RalphMacchio_48_m.jpg,0.34,48,0.66,0
9726_DorisDay_42_f.jpg,0.47,42,0.79,1
2250_RayLiotta_59_m.jpg,0.49,59,0.48,1
16424_Turner_44_f.jpg,0.53,44,0.47,1
5802_ClarkGable_35_m.jpg,0.39,35,0.36,0
9040_JeanClaudeVanDamme_24_m.jpg,0.64,24,0.24,1
12033_DebbieReynolds_36_f.jpg,0.66,36,0.1,1
15845_StefaniePowers_50_f.jpg,0.38,50,0.51,0
6557_LeeJCobb_53_m.jpg,0.5,53,0.12,1
7746_AlbertoSordi_27_m.jpg,0.45,27,0.29,1
10766_OrnellaMuti_30_f.jpg,0.47,30,0.05,1
5518_NicolasSarkozy_26_m.jpg,0.72,26,0.4,1
310_MichaelBloomberg_70_m.jpg,0.39,70,0,0
14180_EstherWilliams_79_f.jpg,0.34,79,0.88,0
10515_FayeDunaway_42_f.jpg,0.46,42,0.64,1
8112_LeslieNielsen_38_m.jpg,0.43,38,0.33,1
4369_RalphMacchio_54_m.jpg,0.34,54,0.66,0
3099_ChuckNorris_32_m.jpg,0.66,32,0.43,1
4913_RomanPolanski_62_m.jpg,0.48,62,0.4,1
7760_AlbertoSordi_37_m.jpg,0.44,37,0.07,1
5475_MartinScorsese_27_m.jpg,0.5,27,0.39,1
10355_AnitaEkberg_43_f.jpg,0.58,43,0.44,1
10107_JaneFonda_25_f.jpg,0.55,25,0.62,1
3798_StacyKeach_27_m.jpg,0.54,27,0.39,1
15876_StВphaneAudran_49_f.jpg,0.45,49,0,1
3661_OmarSharif_72_m.jpg,0.52,72,0.25,1
13501_GladysCooper_49_f.jpg,0.45,49,0.47,1
4132_GenaRowlands_37_m.jpg,0.48,37,0.24,1
11002_EllenBurstyn_52_f.jpg,0.56,52,0.06,1
12228_IsabelleAdjani_26_f.jpg,0.46,26,0.42,1
169_WaltDisney_42_m.jpg,0.35,42,0.3,0
7113_GladysCooper_53_m.jpg,0.68,53,0.47,1
3474_LeslieCaron_74_m.jpg,0.43,74,0.13,1
6256_DirkBogarde_56_m.jpg,0.46,56,0.12,1
3742_RogerAllam_57_m.jpg,0.43,57,0.2,1
4234_HelmutBerger_60_m.jpg,0.61,60,0.11,1
688_GeorgeHWBush_20_m.jpg,0.58,20,0.18,1
2532_DonJohnson_60_m.jpg,0.39,60,0.63,0
1625_AlPacino_30_m.jpg,0.43,30,0.23,1
11319_TanyaRoberts_40_f.jpg,0.38,40,0.35,0
15050_BettyGarrett_34_f.jpg,0.52,34,0.85,1
2060_JonVoight_44_m.jpg,0.45,44,0.3,1
1272_IlyaPrigogine_55_m.jpg,0.45,55,0.14,1
15133_CatherineSchell_53_f.jpg,0.74,53,0.66,1
7079_FessParker_66_m.jpg,0.42,66,0.11,1
524_AlKapone_35_m.jpg,0.42,35,0,1
3838_SteveKanaly_28_m.jpg,0.55,28,0,1
15162_ConnieBooth_45_f.jpg,0.53,45,0.09,1
15897_VeraEllen_19_f.jpg,0.46,19,0.32,1
10548_JoanCollins_64_f.jpg,0.41,64,0.26,1
15571_JulieHagerty_55_f.jpg,0.36,55,0.65,0
252_TheodorakisMikis_85_m.jpg,0.4,85,0.04,0
6230_DirkBogarde_29_m.jpg,0.49,29,0.1,1
12325_MelindaDillion_66_f.jpg,0.5,66,0.28,1
13476_GingerRogers_55_f.jpg,0.69,55,0,1
12399_UrsulaAndress_19_f.jpg,0.53,19,0.41,1
4486_CarlosSantana_16_m.jpg,0.57,16,0.16,1
8509_AlejandroRey_57_m.jpg,0.68,57,0.22,1
2628_JamesWoods_59_m.jpg,0.29,59,0.3,0
15659_KatharineRoss_70_f.jpg,0.49,70,0.38,1
14910_KatharineHepburn_60_f.jpg,0.68,60,0.12,1
14283_JoanCrawford_61_f.jpg,0.45,61,0.37,1
3757_RutgerHauer_36_m.jpg,0.56,36,0.36,1
11902_BeaArthur_61_f.jpg,0.43,61,0.08,1
9433_EdwardGRobinson_44_m.jpg,0.54,44,0.43,1
12574_DonnaReed_27_f.jpg,0.33,27,0,0
6725_RexHarrison_69_m.jpg,0.44,69,0.31,1
11472_JulieAndrews_14_f.jpg,0.83,14,0.14,1
11552_LaurenBacall_75_f.jpg,0.48,75,0.36,1
9985_GlennClose_40_f.jpg,0.36,40,0.1,0
15558_JulieHagerty_32_f.jpg,0.52,32,0.65,1
13545_HelenHayes_32_f.jpg,0.54,32,0.47,1
209_ElvisPresley_23_m.jpg,0.46,23,0.43,1
1856_TomJones_63_m.jpg,0.42,63,0.06,1
457_BerryGordy_76_m.jpg,0.41,76,0.16,1
10523_FayeDunaway_59_f.jpg,0.42,59,0.64,1
4768_MichelPiccoli_61_m.jpg,0.41,61,0.02,1
13915_BettyGrable_18_f.jpg,0.61,18,0,1
8571_CliffRobertson_44_m.jpg,0.42,44,0.25,1
16262_NelsonMandela_70_m.jpg,0.43,70,0.24,1
3382_JeffDaniels_59_m.jpg,0.41,59,0.12,1
135_PaulmcCartney_31_m.jpg,0.35,31,0.39,0
2619_JamesWoods_47_m.jpg,0.3,47,0.3,0
8553_CliffRobertson_39_m.jpg,0.4,39,0.54,0
973_Gaddafi_32_m.jpg,0.45,32,0.27,1
1829_TomJones_18_m.jpg,0.55,18,0.27,1
10577_KathrynHays_63_f.jpg,0.48,63,0.5,1
11447_CyndiLauper_59_f.jpg,0.41,59,0.27,1
3710_RingoStarr_66_m.jpg,0.45,66,0.09,1
3450_LeslieCaron_32_m.jpg,0.55,32,0.13,1
5_MariaCallas_34_f.jpg,0.49,34,0.39,1
14944_AmandaBlake_24_f.jpg,0.42,24,0.32,1
3861_SteveKanaly_63_m.jpg,0.52,63,0,1
412_LelandStanford_38_m.jpg,0.41,38,0.5,1
4340_RalphMacchio_17_m.jpg,0.44,17,0.66,1
7004_ChristopherWalken_42_m.jpg,0.41,42,0.35,1
10973_DonnaDouglas_30_f.jpg,0.48,30,0.75,1
4829_RobertRedford_48_m.jpg,0.5,48,0.48,1
9427_EdwardGRobinson_41_m.jpg,0.38,41,0.43,0
5904_HowardKeel_60_m.jpg,0.44,60,0.37,1
12229_IsabelleAdjani_27_f.jpg,0.51,27,0.42,1
1274_IlyaPrigogine_73_m.jpg,0.48,73,0.14,1
12307_MelindaDillion_38_f.jpg,0.55,38,0.2,1
6246_DirkBogarde_43_m.jpg,0.47,43,0.1,1
15284_DyanCannon_76_f.jpg,0.43,76,0.81,1
4118_DickVanDyke_82_m.jpg,0.51,82,0.11,1
10727_MerylStreep_29_f.jpg,0.38,29,0.17,0
11741_SusanSarandon_48_f.jpg,0.51,48,0.43,1
12926_BarbraStreisand_48_f.jpg,0.45,48,0.45,1
7770_AlbertoSordi_57_m.jpg,0.49,57,0.29,1
3304_JackColeman_42_m.jpg,0.47,42,0.15,1
3966_BrianDennehy_67_m.jpg,0.38,67,0.12,0
1554_Bono_51_m.jpg,0.49,51,0.33,1
9362_GregoryPeck_42_m.jpg,0.59,42,0.19,1
5288_JackNicolson_43_m.jpg,0.5,43,0.28,1
13958_DeborahKerr_24_f.jpg,0.55,24,0.57,1
5261_Fotopoulos_74_m.jpg,0.53,74,0.29,1
1424_ErnestHemingway_30_m.jpg,0.61,30,0.27,1
2282_RodTaylor_61_m.jpg,0.52,61,0.36,1
15178_CydCharisse_27_f.jpg,0.52,27,0.57,1
11825_AnjelicaHuston_50_f.jpg,0.37,50,0.43,0
683_FidelCastro_80_m.jpg,0.5,80,0.17,1
8056_HorstBuchholz_52_m.jpg,0.48,52,0.58,1
8599_DavidCarradine_66_m.jpg,0.42,66,0.3,1
10222_KathyBates_38_f.jpg,0.48,38,0.08,1
6454_JohnVernon_40_m.jpg,0.45,40,0.41,1
6272_ErrolFlynn_43_m.jpg,0.42,43,0.32,1
13156_JaneWyman_52_f.jpg,0.52,52,0.36,1
147_PaulmcCartney_43_m.jpg,0.5,43,0.39,1
1270_IlyaPrigogine_57_m.jpg,0.48,57,0.14,1
8335_RichardCrenna_61_m.jpg,0.4,61,0.38,0
2560_GaryOldman_43_m.jpg,0.44,43,0.29,1
10881_TippiHedren_49_f.jpg,0.43,49,0.31,1
5628_PeterFalk_82_m.jpg,0.51,82,0.27,1
15987_MuhammadAli_45_m.jpg,0.5,45,0.15,1
2324_SamNeill_66_m.jpg,0.53,66,0.15,1
6597_LexBarker_54_m.jpg,0.55,54,0.42,1
15619_KateOMara_68_f.jpg,0.44,68,0.29,1
4072_ClintWalker_54_m.jpg,0.44,54,0.25,1
2406_BillMurray_47_m.jpg,0.33,47,0.31,0
10979_DonnaDouglas_37_f.jpg,0.45,37,0.75,1
13601_JeanPeters_45_f.jpg,0.47,45,0.45,1
7639_TellySavalas_57_m.jpg,0.53,57,0.48,1
8735_RichardAttenborough_36_m.jpg,0.48,36,0.39,1
9124_MarlonBrando_20_m.jpg,0.65,20,0.2,1
2278_RodTaylor_52_m.jpg,0.47,52,0.05,1
9971_ElkeSommer_62_f.jpg,0.44,62,0.56,1
12609_FrancesDee_45_f.jpg,0.64,45,0.07,1
7835_AnthonyQuayle_51_m.jpg,0.4,51,0.17,0
3286_IanMcKellen_55_m.jpg,0.39,55,0.19,0
9295_BurtLancaster_35_m.jpg,0.42,35,0.42,1
10705_MaggieSmith_42_f.jpg,0.46,42,0.42,1
15750_MaryTamm_55_f.jpg,0.45,55,0.12,1
15849_StefaniePowers_70_f.jpg,0.46,70,0,1
9343_GeorgesMarchal_43_m.jpg,0.5,43,0,1
14070_JudyHolliday_35_f.jpg,0.49,35,0.57,1
7266_KrisKristofferson_71_m.jpg,0.48,71,0.32,1
13780_RitaHayworth_33_f.jpg,0.47,33,0.14,1
701_ElVenizelos_56_m.jpg,0.36,56,0.13,0
11110_JodieFoster_47_f.jpg,0.41,47,0.5,1
15974_MuhammadAli_18_m.jpg,0.47,18,0.3,1
1983_JamesCaan_28_m.jpg,0.56,28,0.31,1
12012_CybillShepherd_57_f.jpg,0.43,57,0.36,1
2212_NickNolte_63_m.jpg,0.45,63,0.36,1
2935_ScottGlenn_54_m.jpg,0.49,54,0.4,1
9494_MaximilianShell_74_m.jpg,0.39,74,0.53,0
2267_RodTaylor_40_m.jpg,0.46,40,0.03,1
4066_ClintWalker_43_m.jpg,0.49,43,0.25,1
7101_GladysCooper_21_m.jpg,0.45,21,0.47,1
3914_TomasMilian_77_m.jpg,0.55,77,0,1
7073_FessParker_46_m.jpg,0.46,46,0.11,1
5791_BenGazzara_72_m.jpg,0.44,72,0.37,1
7994_GiulianoGemma_42_m.jpg,0.5,42,0.25,1
8518_CharlesBronson_39_m.jpg,0.58,39,0.22,1
847_mahatmagandhi_49_m.jpg,0.54,49,0.14,1
12169_GlendaJackson_36_f.jpg,0.5,36,0.19,1
13645_JuneAllyson_33_f.jpg,0.55,33,0.03,1
8704_MurrayHamilton_51_m.jpg,0.59,51,0.08,1
8228_RandolphScott_47_m.jpg,0.63,47,0.22,1
1664_BobDylan_34_m.jpg,0.54,34,0.5,1
15547_JulieBishop_50_f.jpg,0.42,50,0.52,1
16245_NelsonMandela_73_m.jpg,0.42,73,0.24,1
6033_RafVallone_39_m.jpg,0.49,39,0.37,1
7512_RichardBoone_44_m.jpg,0.44,44,0.41,1
14300_JoanFontaine_28_f.jpg,0.38,28,0.04,0
719_RonaldReagan_19_m.jpg,0.52,19,0.05,1
11745_SusanSarandon_52_f.jpg,0.48,52,0.14,1
1643_AlPacino_50_m.jpg,0.42,50,0.23,1
16294_Carroll_26_f.jpg,0.65,26,0.18,1
6384_JamesCagney_50_m.jpg,0.63,50,0.07,1
8343_RichardCrenna_73_m.jpg,0.42,73,0.38,1
5060_AnthonyAndrews_52_m.jpg,0.43,52,0.34,1
30_EsteeLauder_78_f.jpg,0.36,78,0.11,0
14217_GeraldinePage_24_f.jpg,0.46,24,0.26,1
4982_TimothyDalton_59_m.jpg,0.39,59,0.46,0
4804_PierceBrosnan_49_m.jpg,0.38,49,0.39,0
9896_RoseMarie_42_f.jpg,0.48,42,0.63,1
5619_PeterFalk_70_m.jpg,0.66,70,0.14,1
7466_PeterMarkRichman_30_m.jpg,0.44,30,0.33,1
10550_JoanCollins_67_f.jpg,0.38,67,0.39,0
8956_FredMacMurray_39_m.jpg,0.76,39,0.25,1
8939_ErnestBorgnine_86_m.jpg,0.47,86,0.22,1
5505_MichaelKeaton_55_m.jpg,0.42,55,0,1
8477_WilliamHolden_46_m.jpg,0.51,46,0.14,1
3947_BrianDennehy_45_m.jpg,0.42,45,0.41,1
15880_StВphaneAudran_53_f.jpg,0.44,53,0,1
15295_EdwigeFenech_21_f.jpg,0.55,21,0.08,1
3672_PhilHartman_41_m.jpg,0.57,41,0.33,1
5581_PatrickStewart_71_m.jpg,0.37,71,0.29,0
11924_CatherineSpaak_19_f.jpg,0.6,19,0.19,1
13211_MichellePfeiffer_51_f.jpg,0.44,51,0.14,1
12631_HedyLamarr_66_f.jpg,0.56,66,0.05,1
13689_NormaShearer_22_f.jpg,0.49,22,0.04,1
11132_JuneLockhart_60_f.jpg,0.45,60,0.72,1
10554_JoanCollins_77_f.jpg,0.35,77,0.39,0
299_MichaelBloomberg_71_m.jpg,0.5,71,0.61,1
5038_AnthonyAndrews_35_m.jpg,0.4,35,0.34,0
1438_FriedrichNietzsche_24_m.jpg,0.55,24,0.21,1
7340_LouisJourdan_30_m.jpg,0.44,30,0.44,1
4025_CharlieSheen_26_m.jpg,0.5,26,0.14,1
1850_TomJones_55_m.jpg,0.43,55,0.27,1
4551_Fernandel_30_m.jpg,0.49,30,0.16,1
1900_EdwardFox_26_m.jpg,0.58,26,0.28,1
1323_AlbertCamus_30_m.jpg,0.39,30,0.22,0
14826_SimoneSignoret_42_f.jpg,0.63,42,0.59,1
11802_ValerieHarper_63_f.jpg,0.42,63,0.69,1
4956_StevenBerkoff_73_m.jpg,0.37,73,0.37,0
1380_OdysseasElytis_71_m.jpg,0.51,71,0.27,1
8271_RichardChamberlain_29_m.jpg,0.51,29,0.28,1
13783_ThelmaRitter_30_f.jpg,0.67,30,0.56,1
13099_GretaGarbo_51_f.jpg,0.51,51,0.08,1
2353_AbeVigoda_86_m.jpg,0.44,86,0.12,1
14651_BarbaraStanwyck_48_f.jpg,0.6,48,0.18,1
13159_JaneWyman_32_f.jpg,0.36,32,0.04,0
12918_BarbraStreisand_20_f.jpg,0.53,20,0.1,1
7108_GladysCooper_40_m.jpg,0.41,40,0.47,1
5173_BobHope_80_m.jpg,0.39,80,0.25,0
13617_JessicaTandy_68_f.jpg,0.59,68,0.54,1
14151_VivienLeigh_35_f.jpg,0.4,35,0.64,0
7505_RichardBoone_39_m.jpg,0.54,39,0.17,1
1891_AlanYoung_66_m.jpg,0.55,66,0.65,1
9900_RoseMarie_52_f.jpg,0.48,52,0.16,1
14521_AudreyHepburn_47_f.jpg,0.7,47,0.02,1
15409_JanePowell_71_f.jpg,0.53,71,0.04,1
8263_ReginaldOwen_77_m.jpg,0.61,77,0.04,1
13854_AnneBancroft_70_f.jpg,0.5,70,0.28,1
198_JhonLenon_33_m.jpg,0.6,33,0.31,1
13652_JuneAllyson_43_f.jpg,0.53,43,0.07,1
3069_BruceWillis_31_m.jpg,0.4,31,0.29,0
11147_JuneLockhart_88_f.jpg,0.44,88,0.72,1
9152_MichaelSarrazin_68_m.jpg,0.65,68,0.25,1
306_MichaelBloomberg_65_m.jpg,0.38,65,0.09,0
8878_CharltonHeaston_37_m.jpg,0.45,37,0.19,1
2523_DonJohnson_50_m.jpg,0.39,50,0.63,0
4154_GenaRowlands_71_m.jpg,0.47,71,0.39,1
4015_CharlieSheen_16_m.jpg,0.53,16,0.29,1
10537_JoanCollins_34_f.jpg,0.54,34,0.39,1
7111_GladysCooper_51_m.jpg,0.44,51,0.12,1
9839_JudyDavis_57_f.jpg,0.46,57,0.31,1
12203_ImeldaStaunton_44_f.jpg,0.45,44,0.46,1
11074_JeanneMoreau_72_f.jpg,0.54,72,0.21,1
6046_RafVallone_57_m.jpg,0.51,57,0.31,1
4615_JamesGarner_31_m.jpg,0.44,31,0.26,1
3598_MikeConnors_32_m.jpg,0.48,32,0.08,1
5470_MartinScorsese_71_m.jpg,0.48,71,0.39,1
6440_JoanLorring_39_m.jpg,0.51,39,0.52,1
13358_BetteDavis_51_f.jpg,0.47,51,0.14,1
4958_StevenBerkoff_75_m.jpg,0.37,75,0.23,0
15312_EdwigeFenech_41_f.jpg,0.42,41,0.43,1
5577_PatrickStewart_66_m.jpg,0.56,66,0.11,1
9229_RobertMitchum_57_m.jpg,0.42,57,0.3,1
772_AdolfHitlerr_43_m.jpg,0.43,43,0.23,1
13440_DanielleDarrieux_68_f.jpg,0.51,68,0.41,1
9216_RobertMitchum_72_m.jpg,0.41,72,0.5,1
3451_LeslieCaron_33_m.jpg,0.58,33,0.36,1
11196_MonicaVitti_44_f.jpg,0.54,44,0.2,1
9813_JaneAsher_53_f.jpg,0.47,53,0.06,1
5597_PeterFalk_42_m.jpg,0.54,42,0.32,1
10744_MerylStreep_54_f.jpg,0.32,54,0.58,0
10187_JoanLeslie_81_f.jpg,0.44,81,0.37,1
15037_AnnMiller_75_f.jpg,0.38,75,0.65,0
10619_LindaEvans_42_f.jpg,0.5,42,0.48,1
13584_JeanPeters_18_f.jpg,0.57,18,0.09,1
16273_campbell_39_f.jpg,0.7,39,0.36,1
16056_WillSmith_24_m.jpg,0.36,24,0.76,0
5583_PatrickStewart_72_m.jpg,0.41,72,0.29,1
4278_KevinCostner_50_m.jpg,0.36,50,0.19,0
4577_Fernandel_60_m.jpg,0.49,60,0.16,1
9119_MarlonBrando_50_m.jpg,0.49,50,0,1
14185_GeraldinePage_53_f.jpg,0.49,53,0.49,1
