Image,MS,Adj_MS,Emotion_Similarity,label
3302_JackColeman_38_m.jpg,0.6,0.48,0.15,1
16476_SerenaWilliams_20_f.jpg,0.6,0.43,0.3,1
7084_Garycooper_35_m.jpg,0.49,0.38,0.17,0
934_FranklinDRoosevelt_52_m.jpg,0.67,0.49,0.37,1
12997_ClaudiaCardinale_50_f.jpg,0.53,0.44,0.43,1
7732_VincentPrice_55_m.jpg,0.55,0.48,0.09,1
4616_JamesGarner_32_m.jpg,0.54,0.45,0.26,1
8623_FrankSinatra_39_m.jpg,0.54,0.38,0.27,1
11061_JeanneMoreau_44_f.jpg,0.38,0.35,0.24,0
11772_TildaSwinton_43_f.jpg,0.73,0.57,0.32,1
12928_BarbraStreisand_58_f.jpg,0.54,0.43,0.45,1
10432_BarbaraBain_74_f.jpg,0.57,0.53,0.32,1
1268_IlyaPrigogine_82_m.jpg,0.5,0.29,0.14,0
10012_GoldieHawn_39_f.jpg,0.54,0.45,0.12,1
14042_JudyGarland_23_f.jpg,0.49,0.37,0.38,0
15992_MuhammadAli_54_m.jpg,0.53,0.39,0.28,1
2756_LiamNeeson_42_m.jpg,0.59,0.49,0.32,1
8565_CliffRobertson_77_m.jpg,0.55,0.45,0.54,1
10958_DaliahLavi_62_f.jpg,0.48,0.41,0.41,0
10122_JaneFonda_49_f.jpg,0.56,0.48,0.28,1
1578_IanHolm_63_m.jpg,0.51,0.46,0.09,1
14291_JoanCrawford_66_f.jpg,0.32,0.25,0.1,0
15004_AnnMiller_18_f.jpg,0.47,0.37,0.65,0
12629_HedyLamarr_51_f.jpg,0.47,0.38,0.05,0
14956_AmandaBlake_31_f.jpg,0.34,0.27,0.13,0
6543_KlausKinski_59_m.jpg,0.5,0.44,0.1,0
14314_JoanFontaine_75_f.jpg,0.53,0.35,0.42,1
166_WaltDisney_21_m.jpg,0.31,0.19,0.1,0
5992_JohnHuston_37_m.jpg,0.56,0.52,0.09,1
14849_SimoneSignoret_19_f.jpg,0.54,0.35,0.59,1
2638_JeremyKemp_31_m.jpg,0.54,0.46,0.29,1
10480_DianneWiest_37_f.jpg,0.32,0.27,0.12,0
3236_GeneHackman_74_m.jpg,0.58,0.36,0.09,1
1089_NielsBohr_40_m.jpg,0.6,0.41,0.27,1
321_MichaelBloomberg_71_m.jpg,0.64,0.53,0.13,1
2527_DonJohnson_54_m.jpg,0.67,0.55,0.63,1
4194_HarveyKeitel_51_m.jpg,0.52,0.45,0.13,1
15179_CydCharisse_30_f.jpg,0.39,0.31,0.06,0
5328_JeanGabin_54_m.jpg,0.7,0.51,0.0,1
16014_BillCosby_48_m.jpg,0.54,0.49,0.17,1
7054_DavidNiven_36_m.jpg,0.62,0.42,0.11,1
10026_GoldieHawn_65_f.jpg,0.59,0.53,0.36,1
7375_LyleTalbot_34_m.jpg,0.6,0.53,0.12,1
1086_NielsBohr_63_m.jpg,0.57,0.39,0.05,1
8849_ArnoldSchwarzenegger_57_m.jpg,0.57,0.48,0.07,1
9505_CHARLIERUGGLES_46_m.jpg,0.56,0.51,0.0,1
8175_PatrickSwayze_46_m.jpg,0.59,0.47,0.35,1
14019_GreerGarson_63_f.jpg,0.53,0.36,0.38,1
3571_MichaelYork_36_m.jpg,0.58,0.49,0.28,1
1949_JamesBest_36_m.jpg,0.42,0.39,0.6,0
12790_MargaretOBrien_19_f.jpg,0.54,0.41,0.39,1
1846_TomJones_48_m.jpg,0.56,0.46,0.27,1
15241_DebraPaget_70_f.jpg,0.46,0.41,0.44,0
4629_JamesGarner_72_m.jpg,0.4,0.32,0.26,0
2028_JohnJames_29_m.jpg,0.58,0.44,0.38,1
10680_LuiseRainer_30_f.jpg,0.42,0.3,0.22,0
6101_CaryGrant_75_m.jpg,0.42,0.2,0.06,0
8467_WilliamHolden_27_m.jpg,0.45,0.34,0.28,0
2887_SamElliott_45_m.jpg,0.49,0.42,0.31,0
14133_SusannahYork_57_f.jpg,0.6,0.5,0.23,1
16329_Dee_69_f.jpg,0.53,0.4,0.14,1
9688_MegRyan_42_f.jpg,0.6,0.48,0.15,1
12458_AngieDickinson_78_f.jpg,0.55,0.53,0.06,1
10195_JulieAdams_32_f.jpg,0.35,0.31,0.08,0
510_AlKapone_28_m.jpg,0.58,0.43,0.3,1
9308_GeorgeMontgomery_21_m.jpg,0.49,0.37,0.43,0
2170_Mparkoulis_32_m.jpg,0.55,0.48,0.07,1
7490_PeterMarkRichman_62_m.jpg,0.6,0.53,0.1,1
3191_DerekJacobi_74_m.jpg,0.53,0.5,0.45,1
11166_LizaMinelli_45_f.jpg,0.31,0.25,0.1,0
4161_GenaRowlands_81_m.jpg,0.51,0.5,0.39,1
8667_JohnCassavetes_35_m.jpg,0.56,0.45,0.11,1
10275_MarietteHartley_24_f.jpg,0.56,0.43,0.28,1
6992_ChristopherWalken_29_m.jpg,0.61,0.47,0.2,1
10011_GoldieHawn_37_f.jpg,0.6,0.5,0.36,1
12516_AnneBaxter_53_f.jpg,0.47,0.38,0.4,0
15358_ErinGray_54_f.jpg,0.56,0.47,0.69,1
6012_JohnHuston_69_m.jpg,0.52,0.46,0.06,1
9967_ElkeSommer_56_f.jpg,0.44,0.38,0.06,0
577_MargaretThatcher_59_f.jpg,0.59,0.41,0.27,1
8840_ArnoldSchwarzenegger_49_m.jpg,0.5,0.42,0.1,0
9803_JaneAsher_24_f.jpg,0.44,0.34,0.12,0
7933_GeorgePeppard_41_m.jpg,0.58,0.4,0.32,1
12211_ImeldaStaunton_53_f.jpg,0.39,0.32,0.15,0
4171_HarrisonFord_47_m.jpg,0.47,0.4,0.5,0
14676_ClaudetteColbert_53_f.jpg,0.57,0.43,0.35,1
12593_DonnaReed_64_f.jpg,0.63,0.54,0.0,1
14707_ElizabethTaylor_61_f.jpg,0.56,0.36,0.33,1
5730_TommyLeeJones_30_m.jpg,0.36,0.28,0.41,0
10931_Arletty_76_f.jpg,0.51,0.51,0.45,1
7615_TellySavalas_42_m.jpg,0.57,0.48,0.48,1
2105_MelBrooks_52_m.jpg,0.57,0.53,0.07,1
14348_KristinScottThomas_49_f.jpg,0.61,0.49,0.07,1
4482_WilliamDafoe_54_m.jpg,0.7,0.58,0.28,1
8162_LorneGreene_68_m.jpg,0.65,0.58,0.29,1
8550_CliffRobertson_32_m.jpg,0.54,0.5,0.54,1
12351_MyrnaLoy_19_f.jpg,0.58,0.42,0.55,1
8341_RichardCrenna_71_m.jpg,0.58,0.54,0.38,1
2030_JohnJames_31_m.jpg,0.62,0.5,0.38,1
4344_RalphMacchio_22_m.jpg,0.45,0.34,0.19,0
9672_MegRyan_25_f.jpg,0.45,0.35,0.15,0
9857_KimNovak_28_f.jpg,0.53,0.4,0.22,1
881_WinstonChurchill_69_m.jpg,0.68,0.53,0.41,1
13812_VanessaRedgrave_43_f.jpg,0.43,0.39,0.15,0
7753_AlbertoSordi_70_m.jpg,0.56,0.36,0.07,1
5536_NicolasSarkozy_48_m.jpg,0.65,0.53,0.43,1
4647_JeffGoldblum_24_m.jpg,0.52,0.4,0.42,1
16248_NelsonMandela_92_m.jpg,0.62,0.43,0.38,1
7704_UgoTognazzi_64_m.jpg,0.47,0.43,0.14,0
16066_WillSmith_32_m.jpg,0.4,0.31,0.76,0
2717_KevinBacon_34_m.jpg,0.67,0.54,0.17,1
10383_AnnMargret_36_f.jpg,0.53,0.45,0.48,1
3340_JeffBridges_53_m.jpg,0.54,0.44,0.31,1
8545_CharlieChaplin_85_m.jpg,0.35,0.33,0.3,0
1521_YannisRitsos_67_m.jpg,0.53,0.43,0.38,1
3263_IanMcKellen_27_m.jpg,0.55,0.43,0.19,1
12903_RuthGordon_82_f.jpg,0.43,0.41,0.41,0
7813_AndyGriffith_69_m.jpg,0.45,0.43,0.11,0
9117_MarlonBrando_48_m.jpg,0.51,0.38,0.2,1
4326_MichaelPalin_52_m.jpg,0.6,0.5,0.38,1
9716_DorisDay_30_f.jpg,0.52,0.39,0.1,1
346_Onasis_26_m.jpg,0.47,0.27,0.44,0
9248_VittorioGassman_44_m.jpg,0.54,0.48,0.56,1
14045_JudyGarland_31_f.jpg,0.51,0.4,0.38,1
1226_ClaudeLВviStrauss_59_m.jpg,0.55,0.38,0.0,1
1307_RitaLeviMontalcini_32_f.jpg,0.59,0.36,0.79,1
13530_HelenHayes_58_f.jpg,0.5,0.39,0.07,0
6425_JamesCoburn_68_m.jpg,0.51,0.48,0.26,1
2510_DonJohnson_34_m.jpg,0.46,0.39,0.63,0
5436_KennethBranagh_42_m.jpg,0.4,0.31,0.08,0
8958_FredMacMurray_45_m.jpg,0.51,0.45,0.25,1
12973_CatherineDeneuve_68_f.jpg,0.58,0.52,0.22,1
8653_JamesStewart_41_m.jpg,0.62,0.4,0.38,1
16396_Houston_23_f.jpg,0.48,0.32,0.42,0
5349_JohnDerek_32_m.jpg,0.49,0.39,0.27,0
832_HarrySTruman_67_m.jpg,0.53,0.38,0.27,1
10099_JaneBirkin_60_f.jpg,0.31,0.27,0.24,0
8183_PatrickSwayze_55_m.jpg,0.61,0.51,0.25,1
7135_JeanPaulBelmondo_38_m.jpg,0.57,0.49,0.12,1
9293_BurtLancaster_43_m.jpg,0.61,0.44,0.22,1
14111_SusannahYork_21_f.jpg,0.52,0.4,0.5,1
1067_FlemingAlex_73_m.jpg,0.6,0.41,0.27,1
10860_SusanGeorge_23_f.jpg,0.52,0.39,0.09,1
12739_JenniferAniston_26_f.jpg,0.31,0.23,0.17,0
15886_StВphaneAudran_62_f.jpg,0.48,0.42,0.0,0
8399_SpencerTracy_60_m.jpg,0.63,0.51,0.23,1
7684_UgoTognazzi_43_m.jpg,0.54,0.45,0.39,1
6708_RexHarrison_26_m.jpg,0.61,0.48,0.31,1
8934_ErnestBorgnine_79_m.jpg,0.36,0.36,0.5,0
12314_MelindaDillion_45_f.jpg,0.53,0.45,0.28,1
3422_KevinSpacey_37_m.jpg,0.63,0.5,0.15,1
5731_TommyLeeJones_30_m.jpg,0.49,0.37,0.41,0
3603_MikeConnors_41_m.jpg,0.55,0.51,0.08,1
1989_JamesCaan_33_m.jpg,0.51,0.43,0.24,1
7852_AnthonyQuayle_76_m.jpg,0.51,0.51,0.4,1
10194_JulieAdams_30_f.jpg,0.52,0.41,0.58,1
10007_GoldieHawn_30_f.jpg,0.29,0.22,0.36,0
3037_BillNighy_33_m.jpg,0.46,0.41,0.43,0
8266_ReginaldOwen_83_m.jpg,0.47,0.48,0.11,0
4968_TimothyDalton_37_m.jpg,0.6,0.52,0.46,1
11368_ZsaZsaGabor_35_f.jpg,0.56,0.52,0.26,1
14991_AnnJillian_42_f.jpg,0.59,0.47,0.48,1
3633_MikeConnors_85_m.jpg,0.59,0.58,0.47,1
3720_RogerAllam_32_m.jpg,0.4,0.34,0.2,0
3167_DerekJacobi_38_m.jpg,0.38,0.34,0.09,0
814_JosephStalin_64_m.jpg,0.48,0.37,0.24,0
5638_PeterOToole_48_m.jpg,0.53,0.43,0.05,1
1856_TomJones_63_m.jpg,0.58,0.42,0.06,1
8229_RandolphScott_50_m.jpg,0.62,0.53,0.43,1
9356_GeorgesMarchal_67_m.jpg,0.56,0.51,0.0,1
1152_FrederickSanger_31_m.jpg,0.56,0.52,0.6,1
1624_AlPacino_65_m.jpg,0.55,0.32,0.08,1
6395_JamesCagney_81_m.jpg,0.44,0.46,0.26,0
9875_LauraDern_20_f.jpg,0.46,0.35,0.18,0
2291_SamNeill_30_m.jpg,0.54,0.41,0.36,1
9655_BoDerek_40_f.jpg,0.64,0.51,0.5,1
11084_JodieFoster_12_f.jpg,0.33,0.26,0.5,0
3727_RogerAllam_40_m.jpg,0.53,0.44,0.07,1
5572_PatrickStewart_60_m.jpg,0.64,0.55,0.29,1
470_ConradHilton_90_m.jpg,0.45,0.43,0.25,0
5802_ClarkGable_35_m.jpg,0.61,0.46,0.36,1
5851_HerbertLom_42_m.jpg,0.4,0.36,0.48,0
7888_FredAstaire_56_m.jpg,0.59,0.39,0.55,1
4622_JamesGarner_46_m.jpg,0.5,0.42,0.06,0
13280_AmandaRedman_38_f.jpg,0.62,0.49,0.27,1
640_mitsotakis_44_m.jpg,0.54,0.29,0.38,1
6447_JohnVernon_33_m.jpg,0.52,0.44,0.19,1
12035_DebbieReynolds_41_f.jpg,0.52,0.44,0.6,1
10994_EllenBurstyn_38_f.jpg,0.55,0.49,0.21,1
2277_RodTaylor_51_m.jpg,0.56,0.48,0.36,1
12176_GlendaJackson_55_f.jpg,0.59,0.48,0.11,1
4457_StevenSeagal_63_m.jpg,0.46,0.41,0.08,0
10686_LuiseRainer_46_f.jpg,0.54,0.41,0.36,1
12517_AnneBaxter_62_f.jpg,0.27,0.21,0.4,0
4216_HelmutBerger_25_m.jpg,0.44,0.34,0.14,0
10601_LindaEvans_18_f.jpg,0.35,0.27,0.1,0
10911_Arletty_41_f.jpg,0.64,0.57,0.45,1
11534_LaurenBacall_20_f.jpg,0.5,0.39,0.22,0
12004_CybillShepherd_42_f.jpg,0.54,0.44,0.04,1
13064_GraceKelly_27_f.jpg,0.4,0.29,0.52,0
14116_SusannahYork_27_f.jpg,0.47,0.36,0.5,0
11380_ZsaZsaGabor_55_f.jpg,0.37,0.35,0.49,0
15737_MaryTamm_32_f.jpg,0.62,0.49,0.38,1
903_AndreasPapantreou_58_m.jpg,0.56,0.45,0.29,1
4320_MichaelPalin_45_m.jpg,0.55,0.46,0.09,1
8141_LorneGreene_43_m.jpg,0.64,0.55,0.29,1
13393_CelesteHolm_46_f.jpg,0.61,0.45,0.1,1
5002_WarrenBeatty_37_m.jpg,0.35,0.3,0.05,0
6969_CharlesBoyer_55_m.jpg,0.58,0.5,0.29,1
15110_CatherineSchell_25_f.jpg,0.4,0.31,0.66,0
2553_GaryOldman_38_m.jpg,0.59,0.47,0.2,1
12170_GlendaJackson_39_f.jpg,0.52,0.44,0.33,1
1159_FrederickSanger_78_m.jpg,0.61,0.47,0.6,1
3134_ChuckNorris_74_m.jpg,0.54,0.52,0.43,1
15239_DebraPaget_42_f.jpg,0.56,0.46,0.44,1
10202_JulieAdams_49_f.jpg,0.51,0.47,0.12,1
7275_LeifErickson_27_m.jpg,0.56,0.43,0.19,1
12821_MaryTylerMoore_36_f.jpg,0.56,0.48,0.78,1
12932_BarbraStreisand_70_f.jpg,0.6,0.49,0.45,1
8275_RichardChamberlain_31_m.jpg,0.53,0.47,0.39,1
6715_RexHarrison_33_m.jpg,0.59,0.52,0.12,1
5734_TommyLeeJones_34_m.jpg,0.53,0.45,0.12,1
12618_HedyLamarr_18_f.jpg,0.55,0.43,0.36,1
6174_DenzelWashington_40_m.jpg,0.58,0.43,0.11,1
2141_MelGibson_29_m.jpg,0.54,0.41,0.12,1
4612_JamesGarner_28_m.jpg,0.55,0.42,0.12,1
2588_GeneWilder_53_m.jpg,0.59,0.53,0.17,1
8352_SimonMacCorkindale_29_m.jpg,0.69,0.53,0.23,1
11200_MonicaVitti_49_f.jpg,0.5,0.38,0.43,0
4376_RobertDuvall_40_m.jpg,0.44,0.4,0.3,0
12989_ClaudiaCardinale_35_f.jpg,0.51,0.42,0.2,1
8359_SimonMacCorkindale_37_m.jpg,0.65,0.53,0.23,1
9185_PeterSellers_42_m.jpg,0.45,0.33,0.36,0
4937_StevenBerkoff_45_m.jpg,0.61,0.55,0.37,1
14540_AudreyHepburn_19_f.jpg,0.24,0.16,0.05,0
9240_VittorioGassman_34_m.jpg,0.49,0.43,0.56,0
6229_DirkBogarde_23_m.jpg,0.53,0.41,0.12,1
10577_KathrynHays_63_f.jpg,0.52,0.46,0.5,1
13259_ShirleyMacLaine_66_f.jpg,0.58,0.46,0.48,1
11900_BeaArthur_58_f.jpg,0.51,0.45,0.41,1
15388_JanePowell_38_f.jpg,0.59,0.52,0.69,1
1899_AlanYoung_91_m.jpg,0.56,0.58,0.06,1
10201_JulieAdams_45_f.jpg,0.32,0.29,0.12,0
12374_MyrnaLoy_45_f.jpg,0.54,0.37,0.27,1
13798_ThelmaRitter_62_f.jpg,0.59,0.5,0.22,1
12223_IsabelleAdjani_20_f.jpg,0.52,0.39,0.42,1
6468_JohnVernon_60_m.jpg,0.54,0.48,0.41,1
529_angelamerkel_54_f.jpg,0.64,0.41,0.11,1
386_DavidSarnoff_76_m.jpg,0.58,0.56,0.52,1
4583_GordonThomson_37_m.jpg,0.49,0.44,0.07,0
12135_FrancescaAnnis_26_f.jpg,0.33,0.25,0.35,0
7552_RobertMorley_51_m.jpg,0.58,0.43,0.42,1
14661_ClaudetteColbert_31_f.jpg,0.38,0.32,0.23,0
13889_AnnieGirardot_42_f.jpg,0.5,0.44,0.49,0
13460_GingerRogers_27_f.jpg,0.55,0.42,0.27,1
15774_PamelaSueMartin_45_f.jpg,0.52,0.42,0.37,1
7834_AnthonyQuayle_50_m.jpg,0.59,0.5,0.4,1
515_AlKapone_33_m.jpg,0.64,0.47,0.1,1
9497_MaximilianShell_81_m.jpg,0.45,0.45,0.53,0
3889_TomasMilian_29_m.jpg,0.39,0.3,0.06,0
1614_AlCorley_52_m.jpg,0.67,0.54,0.48,1
1459_RabindranathTagore_20_m.jpg,0.47,0.29,0.25,0
9412_Thanasisveggos_49_m.jpg,0.55,0.39,0.38,1
10739_MerylStreep_47_f.jpg,0.66,0.54,0.0,1
12024_DebbieReynolds_24_f.jpg,0.49,0.38,0.07,0
9471_MaximilianShell_33_m.jpg,0.52,0.47,0.53,1
11651_MaureenOHara_18_f.jpg,0.54,0.27,0.28,1
7754_AlbertoSordi_72_m.jpg,0.54,0.33,0.07,1
5384_JohnMalkovich_48_m.jpg,0.52,0.43,0.42,1
616_Gorbachev_57_m.jpg,0.46,0.34,0.2,0
4638_JamesGarner_36_m.jpg,0.47,0.29,0.26,0
4898_RomanPolanski_42_m.jpg,0.57,0.49,0.1,1
16144_SamuelJacksonn_69_m.jpg,0.56,0.51,0.33,1
1612_AlCorley_50_m.jpg,0.63,0.51,0.48,1
12074_ElsaMartinelli_59_f.jpg,0.58,0.52,0.43,1
10611_LindaEvans_32_f.jpg,0.49,0.41,0.13,0
1323_AlbertCamus_30_m.jpg,0.61,0.44,0.22,1
7664_TonyCurtis_84_m.jpg,0.5,0.43,0.48,0
4286_KevinCostner_59_m.jpg,0.61,0.53,0.15,1
7608_SylvesterStallone_62_m.jpg,0.52,0.45,0.5,1
1431_FriedrichNietzsche_27_m.jpg,0.51,0.38,0.26,1
9184_PeterSellers_42_m.jpg,0.62,0.46,0.18,1
1472_RabindranathTagore_62_m.jpg,0.58,0.43,0.46,1
2308_SamNeill_49_m.jpg,0.5,0.42,0.36,0
10597_KimBasinger_47_f.jpg,0.53,0.44,0.25,1
2833_RonPerlman_57_m.jpg,0.68,0.58,0.21,1
10620_LindaEvans_43_f.jpg,0.52,0.43,0.48,1
12213_ImeldaStaunton_54_f.jpg,0.61,0.5,0.46,1
11202_MonicaVitti_51_f.jpg,0.49,0.38,0.2,0
3966_BrianDennehy_67_m.jpg,0.62,0.55,0.12,1
8534_CharlieChaplin_25_m.jpg,0.47,0.32,0.2,0
9550_RicardoMontalbаn_55_m.jpg,0.57,0.5,0.0,1
4673_JohnTravolta_24_m.jpg,0.49,0.36,0.28,0
10449_BetteMidler_55_f.jpg,0.49,0.33,0.75,0
14080_JudyHolliday_35_f.jpg,0.57,0.42,0.57,1
4439_StevenSeagal_44_m.jpg,0.58,0.48,0.52,1
1647_BobDylan_19_m.jpg,0.42,0.32,0.19,0
10366_AnitaEkberg_74_f.jpg,0.43,0.39,0.11,0
12346_MyrnaLoy_28_f.jpg,0.61,0.45,0.55,1
10718_MaggieSmith_35_f.jpg,0.51,0.33,0.12,1
8018_HenryFonda_35_m.jpg,0.37,0.34,0.14,0
5634_PeterOToole_40_m.jpg,0.29,0.24,0.05,0
8512_CharlesBronson_63_m.jpg,0.59,0.39,0.17,1
10903_TippiHedren_79_f.jpg,0.62,0.6,0.31,1
9415_Thanasisveggos_27_m.jpg,0.58,0.38,0.38,1
11178_LizaMinelli_32_f.jpg,0.51,0.31,0.1,1
3592_MichaelYork_64_m.jpg,0.51,0.44,0.38,1
14743_MarleneDietrich_66_f.jpg,0.47,0.43,0.45,0
3663_OmarSharif_75_m.jpg,0.55,0.52,0.5,1
565_MargaretThatcher_47_f.jpg,0.33,0.25,0.18,0
12423_AngieDickinson_44_f.jpg,0.57,0.48,0.68,1
6609_LouCostello_42_m.jpg,0.62,0.49,0.14,1
6828_StevenSpielberg_63_m.jpg,0.61,0.41,0.55,1
2970_tomselleck_52_m.jpg,0.66,0.56,0.32,1
7226_JosephCotten_72_m.jpg,0.6,0.51,0.22,1
13473_GingerRogers_35_f.jpg,0.45,0.34,0.13,0
4973_TimothyDalton_45_m.jpg,0.6,0.51,0.12,1
728_RonaldReagan_32_m.jpg,0.41,0.33,0.25,0
4157_GenaRowlands_74_m.jpg,0.62,0.58,0.24,1
15242_DebraPaget_73_f.jpg,0.49,0.44,0.0,0
9860_KimNovak_31_f.jpg,0.44,0.34,0.33,0
3032_AlanRickman_66_m.jpg,0.58,0.51,0.21,1
5152_BobHope_39_m.jpg,0.58,0.53,0.42,1
2304_SamNeill_45_m.jpg,0.6,0.5,0.15,1
5532_NicolasSarkozy_43_m.jpg,0.7,0.57,0.4,1
15303_EdwigeFenech_31_f.jpg,0.52,0.44,0.08,1
9481_MaximilianShell_51_m.jpg,0.59,0.53,0.53,1
11946_CatherineSpaak_69_f.jpg,0.53,0.47,0.5,1
8464_WilliamHolden_23_m.jpg,0.42,0.32,0.28,0
11966_AngelaLansbury_51_f.jpg,0.53,0.48,0.5,1
2210_NickNolte_62_m.jpg,0.53,0.46,0.36,1
15510_JeanetteMacDonald_54_f.jpg,0.56,0.47,0.6,1
15616_KateOMara_65_f.jpg,0.62,0.55,0.46,1
4824_RobertRedford_34_m.jpg,0.49,0.43,0.14,0
13155_JaneWyman_68_f.jpg,0.5,0.31,0.36,0
5537_NicolasSarkozy_49_m.jpg,0.67,0.55,0.43,1
8115_LeslieNielsen_50_m.jpg,0.61,0.57,0.17,1
10325_TerryMoore_62_f.jpg,0.48,0.42,0.68,0
15866_StВphaneAudran_38_f.jpg,0.53,0.45,0.0,1
7088_Garycooper_27_m.jpg,0.55,0.38,0.42,1
10180_JoanLeslie_45_f.jpg,0.62,0.55,0.41,1
4461_WilliamDafoe_29_m.jpg,0.51,0.38,0.32,1
4998_WarrenBeatty_29_m.jpg,0.52,0.4,0.32,1
14146_VivienLeigh_22_f.jpg,0.37,0.27,0.64,0
2800_PeterFonda_62_m.jpg,0.57,0.47,0.07,1
13136_JaneRussell_85_f.jpg,0.37,0.37,0.03,0
13200_MichellePfeiffer_32_f.jpg,0.54,0.41,0.14,1
11737_SusanSarandon_44_f.jpg,0.33,0.28,0.22,0
14965_AmandaBlake_47_f.jpg,0.54,0.43,0.39,1
4334_MichaelPalin_67_m.jpg,0.46,0.42,0.09,0
9012_HumphreyBogard_40_m.jpg,0.55,0.42,0.26,1
4810_PierceBrosnan_53_m.jpg,0.39,0.33,0.06,0
13522_HelenHayes_31_f.jpg,0.5,0.42,0.28,0
16242_NelsonMandela_75_m.jpg,0.6,0.42,0.38,1
12390_UrsulaAndress_77_f.jpg,0.47,0.26,0.38,0
11152_LizaMinelli_26_f.jpg,0.56,0.43,0.5,1
5433_KennethBranagh_39_m.jpg,0.38,0.3,0.32,0
11407_AnnetteBening_36_f.jpg,0.61,0.49,0.25,1
3776_RutgerHauer_68_m.jpg,0.53,0.51,0.32,1
6299_FernandoRey_32_m.jpg,0.55,0.49,0.03,1
3935_TommySands_64_m.jpg,0.49,0.41,0.55,0
6312_FernandoRey_51_m.jpg,0.49,0.42,0.31,0
13381_CelesteHolm_66_f.jpg,0.67,0.55,0.03,1
324_LarryEllison_45_m.jpg,0.67,0.56,0.36,1
5893_HowardKeel_38_m.jpg,0.55,0.51,0.37,1
6831_StevenSpielberg_47_m.jpg,0.49,0.35,0.55,0
8435_WalterPidgeon_41_m.jpg,0.6,0.52,0.5,1
6190_DickieMoore_9_m.jpg,0.29,0.24,0.32,0
1519_YannisRitsos_70_m.jpg,0.49,0.4,0.15,0
3545_MartinSheen_66_m.jpg,0.58,0.51,0.31,1
11669_MireilleDarc_38_f.jpg,0.51,0.43,0.15,1
5458_MartinScorsese_54_m.jpg,0.48,0.39,0.16,0
13415_DanielleDarrieux_34_f.jpg,0.41,0.37,0.41,0
11303_SophiaLoren_26_f.jpg,0.53,0.29,0.52,1
9600_MarcelloMastroianni_62_m.jpg,0.56,0.5,0.22,1
8901_ChristopherEccleston_45_m.jpg,0.58,0.46,0.15,1
7656_TonyCurtis_25_m.jpg,0.53,0.36,0.03,1
6762_RockHudson_39_m.jpg,0.59,0.46,0.36,1
4502_CarlosSantana_66_m.jpg,0.51,0.36,0.03,1
11931_CatherineSpaak_33_f.jpg,0.38,0.33,0.5,0
8734_RichardAttenborough_36_m.jpg,0.57,0.43,0.06,1
5592_PeterFalk_37_m.jpg,0.46,0.41,0.27,0
6383_JamesCagney_48_m.jpg,0.59,0.5,0.26,1
9666_BoDerek_55_f.jpg,0.63,0.53,0.5,1
8778_AlecGuinness_16_m.jpg,0.55,0.26,0.43,1
6295_ErrolFlynn_42_m.jpg,0.62,0.48,0.32,1
2616_JamesWoods_44_m.jpg,0.72,0.6,0.2,1
4595_GordonThomson_53_m.jpg,0.62,0.54,0.11,1
4602_GordonThomson_64_m.jpg,0.3,0.27,0.11,0
14279_JoanCrawford_31_f.jpg,0.46,0.37,0.37,0
10114_JaneFonda_33_f.jpg,0.52,0.44,0.62,1
13301_SigourneyWeaver_33_f.jpg,0.38,0.33,0.06,0
3769_RutgerHauer_53_m.jpg,0.54,0.45,0.36,1
4109_DickVanDyke_63_m.jpg,0.54,0.51,0.46,1
3395_JohnLithgow_53_m.jpg,0.46,0.39,0.16,0
8019_HenryFonda_36_m.jpg,0.57,0.52,0.0,1
3285_IanMcKellen_47_m.jpg,0.61,0.43,0.26,1
5891_HowardKeel_36_m.jpg,0.49,0.45,0.24,0
3941_BrianDennehy_39_m.jpg,0.58,0.53,0.03,1
9799_JaneAsher_18_f.jpg,0.3,0.23,0.27,0
10738_MerylStreep_46_f.jpg,0.56,0.47,0.58,1
12432_AngieDickinson_70_f.jpg,0.49,0.35,0.68,0
7663_TonyCurtis_85_m.jpg,0.45,0.39,0.48,0
15415_JanePowell_78_f.jpg,0.58,0.55,0.69,1
13543_HelenHayes_78_f.jpg,0.59,0.49,0.47,1
11924_CatherineSpaak_19_f.jpg,0.4,0.31,0.19,0
12075_ElsaMartinelli_60_f.jpg,0.5,0.45,0.03,0
1137_HeinrichHertz_36_m.jpg,0.71,0.51,0.33,1
1313_AlbertCamus_11_m.jpg,0.46,0.36,0.48,0
9704_DorisDay_18_f.jpg,0.52,0.39,0.79,1
127_MickJagger_27_m.jpg,0.51,0.37,0.09,1
8568_CliffRobertson_82_m.jpg,0.55,0.45,0.54,1
3942_BrianDennehy_40_m.jpg,0.43,0.39,0.41,0
1108_CharlesDarwin_55_m.jpg,0.61,0.37,0.33,1
8406_VictorMature_27_m.jpg,0.57,0.44,0.3,1
9532_RicardoMontalbаn_23_m.jpg,0.39,0.31,0.0,0
6851_ThomasTerry_44_m.jpg,0.65,0.54,0.34,1
3260_IanMcKellen_22_m.jpg,0.52,0.41,0.32,1
11782_ValerieHarper_20_f.jpg,0.57,0.45,0.69,1
443_BerryGordy_38_m.jpg,0.62,0.52,0.58,1
13294_AmandaRedman_52_f.jpg,0.56,0.45,0.6,1
3532_MartinSheen_47_m.jpg,0.55,0.49,0.13,1
2066_JonVoight_52_m.jpg,0.49,0.43,0.18,0
942_FranklinDRoosevelt_51_m.jpg,0.53,0.39,0.37,1
13797_ThelmaRitter_61_f.jpg,0.61,0.51,0.56,1
