Image,MS,Adj_MS,Emotion_Similarity,label,Transformed_Log_Combined_Score
2838_RonPerlman_62_m.jpg,0.54,0.47,0.24,1,0.41
15509_JeanetteMacDonald_52_f.jpg,0.44,0.36,0.6,0,0.7
3504_MarisaPavan_51_m.jpg,0.39,0.33,0.5,0,0.6
12531_AlikiBoug_26_f.jpg,0.44,0.33,0.14,0,0.26
6467_JohnVernon_58_m.jpg,0.55,0.48,0.41,1,0.58
4317_MichaelPalin_40_m.jpg,0.39,0.32,0.22,0,0.34
4690_JohnTravolta_24_m.jpg,0.56,0.36,0.48,1,0.61
9994_GlennClose_53_f.jpg,0.59,0.49,0.1,1,0.27
7886_FredAstaire_37_m.jpg,0.57,0.42,0.55,1,0.69
10945_DaliahLavi_29_f.jpg,0.44,0.34,0.11,0,0.23
2270_RodTaylor_43_m.jpg,0.42,0.36,0.1,0,0.22
5253_Fotopoulos_43_m.jpg,0.48,0.41,0.12,0,0.26
4660_JeffGoldblum_47_m.jpg,0.61,0.49,0.42,1,0.6
10575_KathrynHays_59_f.jpg,0.54,0.48,0.5,1,0.66
1626_AlPacino_48_m.jpg,0.61,0.44,0.31,1,0.48
13424_DanielleDarrieux_47_f.jpg,0.5,0.45,0.41,0,0.57
2679_JohnCleese_40_m.jpg,0.49,0.42,0.15,0,0.3
13440_DanielleDarrieux_68_f.jpg,0.49,0.45,0.41,0,0.57
8623_FrankSinatra_39_m.jpg,0.54,0.38,0.27,1,0.42
10802_PeggyLipton_28_f.jpg,0.38,0.29,0.29,0,0.4
14977_AnnJillian_21_f.jpg,0.55,0.42,0.04,1,0.18
2440_ChevyChase_61_m.jpg,0.68,0.52,0.3,1,0.5
2040_JohnJames_47_m.jpg,0.4,0.32,0.08,0,0.18
12550_AlikiBoug_27_f.jpg,0.46,0.32,0.28,0,0.41
7528_RobertMorley_30_m.jpg,0.41,0.33,0.18,0,0.3
8995_GeorgeCScott_50_m.jpg,0.53,0.42,0.12,1,0.27
7158_JohnGarfield_7_m.jpg,0.36,0.27,0.16,0,0.25
6600_LouCostello_33_m.jpg,0.68,0.56,0.14,1,0.34
11263_ShirleyJones_59_f.jpg,0.6,0.54,0.88,1,0.97
2376_AlainDelon_65_m.jpg,0.57,0.4,0.24,1,0.4
14731_MarleneDietrich_49_f.jpg,0.65,0.56,0.03,1,0.21
10715_MaggieSmith_73_f.jpg,0.43,0.35,0.42,0,0.54
2969_tomselleck_51_m.jpg,0.66,0.56,0.19,1,0.4
10231_KathyBates_59_f.jpg,0.34,0.28,0.21,0,0.31
4425_RobertPowell_56_m.jpg,0.55,0.47,0.23,1,0.41
4711_KostasVoutsas_48_m.jpg,0.44,0.34,0.0,0,0.09
9566_MarcelloMastroianni_18_m.jpg,0.53,0.42,0.22,1,0.38
3311_JackColeman_50_m.jpg,0.64,0.51,0.48,1,0.66
10838_RaquelWelch_41_f.jpg,0.59,0.49,0.56,1,0.72
745_RonaldReagan_62_m.jpg,0.55,0.48,0.0,1,0.14
15218_DebraPaget_18_f.jpg,0.56,0.43,0.38,1,0.54
12983_ClaudiaCardinale_28_f.jpg,0.46,0.35,0.17,0,0.3
7441_MickeyRooney_86_m.jpg,0.31,0.31,0.36,0,0.46
4691_JohnTravolta_43_m.jpg,0.6,0.42,0.28,1,0.45
14904_KatharineHepburn_44_f.jpg,0.55,0.47,0.35,1,0.52
4051_ClintWalker_27_m.jpg,0.51,0.4,0.19,1,0.34
10172_JoanLeslie_28_f.jpg,0.6,0.47,0.41,1,0.58
7673_UgoTognazzi_33_m.jpg,0.51,0.43,0.03,1,0.16
5947_JackLarson_83_m.jpg,0.6,0.56,0.28,1,0.48
11423_AnnetteBening_52_f.jpg,0.65,0.54,0.39,1,0.59
7966_GilbertRoland_59_m.jpg,0.48,0.41,0.11,0,0.25
11339_VirnaLisi_33_f.jpg,0.47,0.37,0.22,0,0.36
10261_LivUllmann_53_f.jpg,0.52,0.45,0.37,1,0.53
15178_CydCharisse_27_f.jpg,0.48,0.39,0.57,0,0.69
13266_ShirleyMacLaine_19_f.jpg,0.56,0.28,0.3,1,0.43
13627_JessicaTandy_53_f.jpg,0.36,0.28,0.25,0,0.35
1201_ErnestRutherford_37_m.jpg,0.6,0.38,0.5,1,0.64
4773_MichelPiccoli_66_m.jpg,0.46,0.43,0.32,0,0.47
10226_KathyBates_47_f.jpg,0.39,0.33,0.21,0,0.33
5142_ArmandAssante_61_m.jpg,0.47,0.41,0.24,0,0.39
3073_BruceWillis_34_m.jpg,0.55,0.45,0.26,1,0.43
12212_ImeldaStaunton_54_f.jpg,0.6,0.49,0.46,1,0.63
5037_AnthonyAndrews_34_m.jpg,0.58,0.5,0.09,1,0.26
12684_JamieLeeCurtis_41_f.jpg,0.39,0.3,0.1,0,0.2
12760_KathleenTurner_34_f.jpg,0.56,0.47,0.18,1,0.35
15981_MuhammadAli_41_m.jpg,0.48,0.33,0.19,0,0.32
5990_JohnHuston_34_m.jpg,0.44,0.41,0.38,0,0.52
15327_EdwigeFenech_61_f.jpg,0.3,0.27,0.08,0,0.15
6825_StevenSpielberg_56_m.jpg,0.52,0.37,0.55,1,0.67
11951_AngelaLansbury_25_f.jpg,0.52,0.41,0.5,1,0.64
15265_DyanCannon_45_f.jpg,0.52,0.44,0.04,1,0.18
12773_KathleenTurner_51_f.jpg,0.65,0.53,0.5,1,0.68
2983_tomselleck_69_m.jpg,0.65,0.61,0.19,1,0.41
595_QueenElizabet_80_f.jpg,0.61,0.49,0.52,1,0.69
7114_GladysCooper_54_m.jpg,0.54,0.41,0.33,1,0.49
6123_CaryGrant_35_m.jpg,0.53,0.31,0.12,1,0.24
15388_JanePowell_38_f.jpg,0.59,0.52,0.69,1,0.83
748_RonaldReagan_68_m.jpg,0.55,0.49,0.0,1,0.15
13190_MichellePfeiffer_30_f.jpg,0.57,0.43,0.5,1,0.65
7562_RobertRyan_33_m.jpg,0.62,0.53,0.26,1,0.46
15680_KathrynGrayson_38_f.jpg,0.59,0.51,0.19,1,0.38
28_EsteeLauder_77_f.jpg,0.55,0.36,0.22,1,0.37
14791_SilvanaMangano_21_f.jpg,0.6,0.45,0.19,1,0.36
2055_JonVoight_36_m.jpg,0.33,0.3,0.11,0,0.2
12293_LauraAntonelli_45_f.jpg,0.61,0.5,0.16,1,0.34
7911_GeorgePeppard_35_m.jpg,0.51,0.43,0.32,1,0.48
4000_BurtReynolds_70_m.jpg,0.45,0.37,0.0,0,0.1
5182_CharlesGrodin_37_m.jpg,0.51,0.47,0.21,1,0.38
13586_JeanPeters_21_f.jpg,0.57,0.43,0.23,1,0.4
8070_JohnForsythe_44_m.jpg,0.57,0.51,0.37,1,0.55
14498_SusanHayward_44_f.jpg,0.59,0.42,0.34,1,0.51
58_Pele_55_m.jpg,0.6,0.4,0.44,1,0.59
15873_StВphaneAudran_45_f.jpg,0.44,0.37,0.0,0,0.1
11250_ShirleyJones_31_f.jpg,0.46,0.41,0.88,0,0.92
8661_JohnCassavetes_29_m.jpg,0.51,0.38,0.21,1,0.36
6665_OrsonWelles_67_m.jpg,0.47,0.41,0.0,0,0.12
9652_BoDerek_36_f.jpg,0.56,0.45,0.04,1,0.19
12721_JanetLeigh_51_f.jpg,0.54,0.47,0.33,1,0.5
12969_CatherineDeneuve_63_f.jpg,0.57,0.5,0.32,1,0.5
11067_JeanneMoreau_62_f.jpg,0.49,0.45,0.24,0,0.4
237_TheodorakisMikis_52_m.jpg,0.62,0.5,0.17,1,0.36
11012_EllenBurstyn_68_f.jpg,0.41,0.35,0.24,0,0.37
3234_GeneHackman_71_m.jpg,0.63,0.4,0.27,1,0.44
1607_AlCorley_45_m.jpg,0.64,0.51,0.0,1,0.16
8171_PatrickSwayze_41_m.jpg,0.61,0.5,0.1,1,0.28
7560_RobertMorley_77_m.jpg,0.5,0.48,0.09,0,0.25
13525_HelenHayes_27_f.jpg,0.47,0.35,0.28,0,0.42
9332_GeorgesMarchal_20_m.jpg,0.44,0.35,0.44,0,0.56
3716_RingoStarr_74_m.jpg,0.52,0.49,0.03,1,0.18
4851_RogerMoore_33_m.jpg,0.39,0.33,0.38,0,0.5
10833_RaquelWelch_32_f.jpg,0.6,0.51,0.56,1,0.72
12261_JoanneWoodward_35_f.jpg,0.57,0.46,0.24,1,0.42
10309_TerryMoore_22_f.jpg,0.44,0.34,0.11,0,0.23
15775_PamelaSueMartin_49_f.jpg,0.43,0.35,0.37,0,0.5
5024_WarrenBeatty_35_m.jpg,0.44,0.25,0.1,0,0.19
10328_TerryMoore_72_f.jpg,0.45,0.41,0.68,0,0.77
2753_LiamNeeson_41_m.jpg,0.53,0.44,0.32,1,0.49
7330_LinoVentura_67_m.jpg,0.6,0.55,0.07,1,0.25
12902_RuthGordon_79_f.jpg,0.41,0.38,0.17,0,0.3
15127_CatherineSchell_40_f.jpg,0.55,0.46,0.66,1,0.78
260_michaeljackson_10_m.jpg,0.44,0.33,0.43,0,0.55
485_motherTereza_72_f.jpg,0.46,0.3,0.13,0,0.24
12971_CatherineDeneuve_65_f.jpg,0.55,0.48,0.11,1,0.28
9340_GeorgesMarchal_35_m.jpg,0.5,0.43,0.44,0,0.59
4241_JeffreyJones_37_m.jpg,0.57,0.49,0.18,1,0.36
8111_LeslieNielsen_26_m.jpg,0.54,0.45,0.29,1,0.46
7540_RobertMorley_61_m.jpg,0.56,0.45,0.42,1,0.58
4176_HarrisonFord_66_m.jpg,0.47,0.41,0.14,0,0.28
596_QueenElizabet_81_f.jpg,0.64,0.51,0.52,1,0.69
10183_JoanLeslie_74_f.jpg,0.59,0.55,0.37,1,0.57
10521_FayeDunaway_57_f.jpg,0.61,0.52,0.64,1,0.79
13642_JuneAllyson_30_f.jpg,0.57,0.44,0.76,1,0.86
15868_StВphaneAudran_40_f.jpg,0.57,0.49,0.0,1,0.15
13805_VanessaRedgrave_33_f.jpg,0.51,0.47,0.05,1,0.2
14821_SimoneSignoret_25_f.jpg,0.53,0.39,0.23,1,0.38
10396_AnnMargret_63_f.jpg,0.42,0.37,0.39,0,0.52
15368_ErinGray_65_f.jpg,0.65,0.58,0.69,1,0.85
16266_campbell_42_f.jpg,0.54,0.35,0.36,1,0.5
3146_DannyDeVito_49_m.jpg,0.5,0.42,0.17,0,0.32
13773_RitaHayworth_35_f.jpg,0.52,0.37,0.32,1,0.47
14854_SimoneSignoret_61_f.jpg,0.52,0.43,0.23,1,0.39
14494_SusanHayward_45_f.jpg,0.61,0.41,0.03,1,0.17
320_MichaelBloomberg_70_m.jpg,0.5,0.41,0.61,0,0.73
3598_MikeConnors_32_m.jpg,0.52,0.49,0.08,1,0.24
9225_RobertMitchum_75_m.jpg,0.47,0.37,0.07,0,0.19
1650_BobDylan_22_m.jpg,0.47,0.36,0.19,0,0.33
13062_GraceKelly_24_f.jpg,0.5,0.36,0.52,0,0.64
15554_JulieHagerty_27_f.jpg,0.5,0.38,0.65,0,0.75
11965_AngelaLansbury_50_f.jpg,0.59,0.54,0.5,1,0.68
13821_VanessaRedgrave_58_f.jpg,0.38,0.33,0.03,0,0.12
1879_AlanYoung_38_m.jpg,0.5,0.44,0.03,0,0.17
7308_LinoVentura_39_m.jpg,0.6,0.51,0.1,1,0.28
10420_BarbaraBain_55_f.jpg,0.42,0.38,0.32,0,0.46
4592_GordonThomson_45_m.jpg,0.53,0.46,0.56,1,0.7
11318_TanyaRoberts_39_f.jpg,0.63,0.5,0.35,1,0.54
7056_DavidNiven_48_m.jpg,0.54,0.4,0.06,1,0.2
16330_Dee_28_f.jpg,0.5,0.4,0.29,0,0.44
12300_LauraAntonelli_65_f.jpg,0.58,0.53,0.48,1,0.66
3839_SteveKanaly_29_m.jpg,0.44,0.33,0.22,0,0.35
11731_SusanSarandon_37_f.jpg,0.42,0.36,0.22,0,0.35
1032_ClerkMaxwell_42_m.jpg,0.57,0.43,0.71,1,0.82
4160_GenaRowlands_79_m.jpg,0.49,0.47,0.39,0,0.55
15898_VeraEllen_21_f.jpg,0.58,0.44,0.41,1,0.57
2991_WoodyAllen_44_m.jpg,0.54,0.46,0.45,1,0.61
1107_CharlesDarwin_73_m.jpg,0.56,0.45,0.17,1,0.34
9449_EdwardGRobinson_60_m.jpg,0.63,0.55,0.43,1,0.63
240_TheodorakisMikis_78_m.jpg,0.58,0.4,0.17,1,0.33
4358_RalphMacchio_43_m.jpg,0.66,0.52,0.66,1,0.81
13377_CelesteHolm_50_f.jpg,0.61,0.56,0.07,1,0.26
5140_ArmandAssante_59_m.jpg,0.62,0.53,0.18,1,0.37
3025_AlanRickman_59_m.jpg,0.61,0.52,0.07,1,0.25
8916_ErnestBorgnine_47_m.jpg,0.54,0.51,0.5,1,0.67
11947_AngelaLansbury_19_f.jpg,0.48,0.39,0.19,0,0.33
3971_BrianDennehy_72_m.jpg,0.6,0.56,0.12,1,0.31
7328_LinoVentura_62_m.jpg,0.44,0.39,0.37,0,0.51
3166_DerekJacobi_36_m.jpg,0.51,0.46,0.06,1,0.21
2050_JonVoight_32_m.jpg,0.52,0.47,0.3,1,0.47
1886_AlanYoung_45_m.jpg,0.6,0.53,0.1,1,0.28
11035_EmmaThompson_40_f.jpg,0.51,0.41,0.37,1,0.52
988_CarlSagan_20_m.jpg,0.54,0.4,0.42,1,0.57
7026_DavidNiven_20_m.jpg,0.53,0.42,0.5,1,0.64
652_TonyBlair_58_m.jpg,0.66,0.45,0.26,1,0.44
2313_SamNeill_54_m.jpg,0.58,0.49,0.09,1,0.26
11744_SusanSarandon_51_f.jpg,0.35,0.29,0.43,0,0.52
13946_DeborahKerr_34_f.jpg,0.29,0.23,0.13,0,0.2
12280_LauraAntonelli_29_f.jpg,0.56,0.43,0.16,1,0.32
5921_HowardKeel_75_m.jpg,0.55,0.5,0.37,1,0.55
16100_DannyGlover_70_m.jpg,0.58,0.45,0.0,1,0.14
5262_Fotopoulos_72_m.jpg,0.46,0.38,0.29,0,0.43
16223_RichardPryor_26_m.jpg,0.52,0.35,0.03,1,0.15
4775_MichelPiccoli_70_m.jpg,0.54,0.52,0.16,1,0.34
8568_CliffRobertson_82_m.jpg,0.55,0.45,0.54,1,0.69
7996_GiulianoGemma_44_m.jpg,0.52,0.44,0.33,1,0.49
7585_SylvesterStallone_24_m.jpg,0.51,0.39,0.5,1,0.63
10338_AnitaEkberg_25_f.jpg,0.44,0.34,0.44,0,0.56
13170_JoanLorring_18_f.jpg,0.55,0.41,0.52,1,0.66
9302_BurtLancaster_49_m.jpg,0.62,0.46,0.42,1,0.59
8041_HorstBuchholz_48_m.jpg,0.62,0.48,0.58,1,0.73
12512_AnneBaxter_45_f.jpg,0.51,0.41,0.4,1,0.55
14150_VivienLeigh_32_f.jpg,0.63,0.47,0.64,1,0.78
11977_AngelaLansbury_67_f.jpg,0.56,0.5,0.5,1,0.67
11447_CyndiLauper_59_f.jpg,0.59,0.49,0.27,1,0.46
4582_GordonThomson_36_m.jpg,0.51,0.45,0.11,1,0.26
6308_FernandoRey_47_m.jpg,0.48,0.42,0.31,0,0.46
13260_ShirleyMacLaine_67_f.jpg,0.59,0.46,0.48,1,0.64
2544_GaryOldman_30_m.jpg,0.49,0.37,0.2,0,0.34
8282_RichardChamberlain_43_m.jpg,0.55,0.48,0.14,1,0.31
4560_Fernandel_42_m.jpg,0.55,0.46,0.16,1,0.33
12884_RuthGordon_33_f.jpg,0.42,0.39,0.17,0,0.31
12483_AnnaMassey_74_f.jpg,0.52,0.47,0.19,1,0.36
6356_JamesArness_55_m.jpg,0.45,0.39,0.37,0,0.51
12586_DonnaReed_44_f.jpg,0.61,0.49,0.59,1,0.74
15623_KateOMara_73_f.jpg,0.58,0.55,0.46,1,0.65
4996_WarrenBeatty_27_m.jpg,0.47,0.37,0.12,0,0.25
9913_AliMacGraw_26_f.jpg,0.53,0.42,0.36,1,0.52
902_AndreasPapantreou_48_m.jpg,0.58,0.42,0.04,1,0.18
4703_KostasVoutsas_53_m.jpg,0.52,0.4,0.06,1,0.19
4005_BurtReynolds_78_m.jpg,0.48,0.4,0.23,0,0.38
2457_ClaudeRich_30_m.jpg,0.45,0.36,0.13,0,0.26
9111_MarlonBrando_72_m.jpg,0.5,0.24,0.5,0,0.59
7268_KrisKristofferson_73_m.jpg,0.5,0.46,0.32,0,0.49
7028_DavidNiven_27_m.jpg,0.56,0.43,0.14,1,0.3
14338_KristinScottThomas_35_f.jpg,0.64,0.51,0.56,1,0.73
12126_EvaMarieSaint_87_f.jpg,0.6,0.59,0.63,1,0.8
4347_RalphMacchio_27_m.jpg,0.28,0.21,0.06,0,0.11
9180_PeterSellers_40_m.jpg,0.47,0.35,0.36,0,0.49
907_AndreasPapantreou_65_m.jpg,0.57,0.47,0.17,1,0.34
1781_TomHanks_46_m.jpg,0.65,0.52,0.31,1,0.51
13139_JaneRussell_88_f.jpg,0.64,0.67,0.53,1,0.74
12459_AngieDickinson_82_f.jpg,0.54,0.54,0.68,1,0.82
16032_MorganFreeman_59_m.jpg,0.51,0.34,0.35,1,0.49
2414_BillMurray_54_m.jpg,0.59,0.49,0.31,1,0.49
10578_KathrynHays_65_f.jpg,0.53,0.47,0.5,1,0.66
12986_ClaudiaCardinale_32_f.jpg,0.54,0.45,0.43,1,0.59
4807_PierceBrosnan_52_m.jpg,0.62,0.51,0.39,1,0.58
1788_TomHanks_51_m.jpg,0.59,0.48,0.03,1,0.19
8438_WalterPidgeon_44_m.jpg,0.3,0.26,0.5,0,0.57
12312_MelindaDillion_43_f.jpg,0.43,0.37,0.16,0,0.29
5067_AnthonyHopkins_32_m.jpg,0.44,0.4,0.36,0,0.5
13043_GeraldineChaplin_54_f.jpg,0.59,0.49,0.42,1,0.6
7629_TellySavalas_56_m.jpg,0.56,0.46,0.17,1,0.34
5221_DavidMcCallum_27_m.jpg,0.59,0.46,0.1,1,0.27
3341_JeffBridges_55_m.jpg,0.4,0.33,0.31,0,0.43
11438_CyndiLauper_48_f.jpg,0.62,0.51,0.09,1,0.27
16273_campbell_39_f.jpg,0.3,0.21,0.36,0,0.43
13269_AmandaRedman_23_f.jpg,0.53,0.41,0.27,1,0.43
15948_MartinLutherKing_35_m.jpg,0.51,0.37,0.24,1,0.39
2416_BillMurray_57_m.jpg,0.66,0.55,0.08,1,0.27
11341_VirnaLisi_54_f.jpg,0.49,0.33,0.22,0,0.35
7098_GladysCooper_15_m.jpg,0.45,0.29,0.47,0,0.57
5278_JackNicolson_50_m.jpg,0.46,0.34,0.36,0,0.49
16440_Tyson_90_f.jpg,0.46,0.18,0.47,0,0.54
14917_KatharineHepburn_95_f.jpg,0.49,0.46,0.38,0,0.54
3870_SteveMartin_40_m.jpg,0.43,0.38,0.2,0,0.34
1342_Soljenitsyne_20_m.jpg,0.51,0.34,0.23,1,0.37
6252_DirkBogarde_52_m.jpg,0.6,0.51,0.46,1,0.64
13006_ClaudiaCardinale_44_f.jpg,0.38,0.27,0.43,0,0.52
12073_ElsaMartinelli_55_f.jpg,0.57,0.52,0.43,1,0.61
12003_CybillShepherd_41_f.jpg,0.6,0.49,0.36,1,0.54
4838_RobertRedford_72_m.jpg,0.5,0.41,0.0,0,0.12
14233_IngridBergman_33_f.jpg,0.53,0.4,0.14,1,0.29
13906_AnnieGirardot_73_f.jpg,0.51,0.46,0.49,1,0.64
9634_AlexandrakisAlekos_30_m.jpg,0.56,0.37,0.25,1,0.4
8818_ArnoldSchwarzenegger_22_m.jpg,0.53,0.42,0.1,1,0.25
5491_MichaelKeaton_39_m.jpg,0.65,0.54,0.29,1,0.49
2105_MelBrooks_52_m.jpg,0.57,0.53,0.07,1,0.24
1072_FlemingAlex_74_m.jpg,0.59,0.42,0.27,1,0.44
8583_DavidCarradine_34_m.jpg,0.52,0.46,0.03,1,0.17
1009_StephenHawking_46_m.jpg,0.5,0.42,0.25,0,0.41
14884_BernadetteLafont_49_f.jpg,0.48,0.41,0.26,0,0.41
82_PaulAnka_32_m.jpg,0.54,0.41,0.02,1,0.15
9802_JaneAsher_24_f.jpg,0.51,0.39,0.12,1,0.26
5505_MichaelKeaton_55_m.jpg,0.58,0.49,0.0,1,0.15
14454_PeggyAshcroft_35_f.jpg,0.56,0.5,0.18,1,0.36
2557_GaryOldman_41_m.jpg,0.59,0.47,0.2,1,0.38
8863_CharltonHeaston_38_m.jpg,0.66,0.54,0.1,1,0.29
12240_IsabelleAdjani_43_f.jpg,0.36,0.3,0.09,0,0.18
9774_TomJones_60_f.jpg,0.57,0.46,0.35,1,0.52
12176_GlendaJackson_55_f.jpg,0.59,0.48,0.11,1,0.28
15003_AnnMiller_17_f.jpg,0.32,0.26,0.65,0,0.69
2959_tomselleck_38_m.jpg,0.66,0.57,0.32,1,0.53
16416_Ross_50_f.jpg,0.54,0.39,0.21,1,0.36
1876_AlanYoung_34_m.jpg,0.55,0.48,0.65,1,0.78
9312_GeorgeMontgomery_26_m.jpg,0.52,0.39,0.43,1,0.57
5375_JohnMalkovich_40_m.jpg,0.48,0.39,0.13,0,0.27
12938_CatherineDeneuve_11_f.jpg,0.51,0.41,0.32,1,0.48
9713_DorisDay_27_f.jpg,0.56,0.42,0.79,1,0.87
1388_OdysseasElytis_52_m.jpg,0.46,0.35,0.13,0,0.26
3729_RogerAllam_42_m.jpg,0.29,0.24,0.07,0,0.13
4112_DickVanDyke_70_m.jpg,0.47,0.45,0.46,0,0.61
213_ElvisPresley_27_m.jpg,0.62,0.47,0.43,1,0.6
10703_MaggieSmith_34_f.jpg,0.52,0.43,0.42,1,0.57
3304_JackColeman_42_m.jpg,0.53,0.42,0.15,1,0.3
7505_RichardBoone_39_m.jpg,0.46,0.38,0.17,0,0.31
9619_KostasXatzixristos_78_m.jpg,0.49,0.4,0.23,0,0.38
2051_JonVoight_34_m.jpg,0.53,0.48,0.3,1,0.48
14541_AudreyHepburn_21_f.jpg,0.51,0.33,0.29,1,0.42
1683_BobDylan_66_m.jpg,0.47,0.42,0.19,0,0.34
7_MariaCallas_41_f.jpg,0.62,0.47,0.17,1,0.35
9432_EdwardGRobinson_38_m.jpg,0.52,0.47,0.0,1,0.14
11410_AnnetteBening_38_f.jpg,0.51,0.41,0.39,1,0.54
3183_DerekJacobi_63_m.jpg,0.6,0.53,0.45,1,0.63
11151_LizaMinelli_24_f.jpg,0.54,0.41,0.1,1,0.25
11128_JuneLockhart_46_f.jpg,0.56,0.51,0.72,1,0.84
7851_AnthonyQuayle_75_m.jpg,0.56,0.55,0.2,1,0.39
13595_JeanPeters_33_f.jpg,0.57,0.44,0.0,1,0.14
5139_ArmandAssante_57_m.jpg,0.55,0.46,0.03,1,0.18
11192_MonicaVitti_39_f.jpg,0.48,0.38,0.14,0,0.28
14447_PeggyAshcroft_24_f.jpg,0.58,0.46,0.33,1,0.51
12441_AngieDickinson_34_f.jpg,0.52,0.36,0.14,1,0.28
3863_SteveKanaly_69_m.jpg,0.45,0.43,0.37,0,0.52
9264_VittorioGassman_72_m.jpg,0.38,0.36,0.12,0,0.24
3781_SeanConnery_66_m.jpg,0.54,0.37,0.53,1,0.66
6453_JohnVernon_39_m.jpg,0.61,0.52,0.19,1,0.38
8550_CliffRobertson_32_m.jpg,0.54,0.5,0.54,1,0.7
5827_FrancesDee_40_m.jpg,0.6,0.44,0.35,1,0.52
8911_ErnestBorgnine_39_m.jpg,0.56,0.54,0.5,1,0.68
8238_RandolphScott_81_m.jpg,0.57,0.61,0.43,1,0.63
14291_JoanCrawford_66_f.jpg,0.32,0.25,0.1,0,0.18
13100_GretaGarbo_55_f.jpg,0.44,0.37,0.08,0,0.2
12347_MyrnaLoy_29_f.jpg,0.61,0.45,0.55,1,0.7
12687_JamieLeeCurtis_46_f.jpg,0.4,0.31,0.52,0,0.61
7276_LeifErickson_29_m.jpg,0.52,0.4,0.32,1,0.47
11762_TildaSwinton_25_f.jpg,0.66,0.5,0.32,1,0.51
9397_SteveMcQueen_40_m.jpg,0.63,0.48,0.46,1,0.63
7006_ChristopherWalken_43_m.jpg,0.62,0.51,0.17,1,0.36
9109_MarlonBrando_49_m.jpg,0.45,0.32,0.5,0,0.61
14331_KristinScottThomas_28_f.jpg,0.37,0.28,0.07,0,0.16
15722_MargaretNolan_68_f.jpg,0.39,0.33,0.04,0,0.14
7735_VincentPrice_68_m.jpg,0.54,0.5,0.14,1,0.31
4938_StevenBerkoff_46_m.jpg,0.59,0.53,0.09,1,0.27
3949_BrianDennehy_47_m.jpg,0.61,0.54,0.41,1,0.6
11435_CyndiLauper_37_f.jpg,0.4,0.34,0.23,0,0.35
10120_JaneFonda_41_f.jpg,0.4,0.33,0.62,0,0.7
10470_BetteMidler_53_f.jpg,0.62,0.47,0.75,1,0.86
12353_MyrnaLoy_35_f.jpg,0.59,0.45,0.55,1,0.7
8060_HorstBuchholz_64_m.jpg,0.56,0.49,0.58,1,0.73
1602_AlCorley_33_m.jpg,0.58,0.47,0.48,1,0.64
12654_IsabelleHuppert_34_f.jpg,0.48,0.38,0.23,0,0.37
8970_FredMacMurray_57_m.jpg,0.51,0.45,0.25,1,0.42
1555_Bono_53_m.jpg,0.53,0.44,0.33,1,0.49
14807_SilvanaMangano_39_f.jpg,0.54,0.42,0.55,1,0.69
6876_YvesMontand_30_m.jpg,0.46,0.35,0.16,0,0.29
8643_JamesStewart_32_m.jpg,0.54,0.43,0.1,1,0.25
2163_MelGibson_55_m.jpg,0.6,0.5,0.22,1,0.41
10344_AnitaEkberg_30_f.jpg,0.46,0.35,0.03,0,0.14
9297_BurtLancaster_38_m.jpg,0.63,0.44,0.06,1,0.22
4601_GordonThomson_63_m.jpg,0.6,0.52,0.56,1,0.73
7954_GilbertRoland_43_m.jpg,0.61,0.51,0.19,1,0.38
412_LelandStanford_38_m.jpg,0.59,0.45,0.5,1,0.66
13019_GeraldineChaplin_60_f.jpg,0.32,0.2,0.42,0,0.48
7604_SylvesterStallone_56_m.jpg,0.58,0.49,0.5,1,0.67
6_MariaCallas_31_f.jpg,0.57,0.4,0.04,1,0.18
16414_Ross_47_f.jpg,0.57,0.4,0.53,1,0.67
13063_GraceKelly_25_f.jpg,0.55,0.41,0.3,1,0.46
4701_KostasVoutsas_61_m.jpg,0.45,0.28,0.17,0,0.28
9834_JudyDavis_46_f.jpg,0.55,0.42,0.35,1,0.51
7736_VincentPrice_69_m.jpg,0.46,0.43,0.37,0,0.52
10901_TippiHedren_76_f.jpg,0.39,0.36,0.31,0,0.44
573_MargaretThatcher_26_f.jpg,0.64,0.31,0.41,1,0.55
10345_AnitaEkberg_30_f.jpg,0.46,0.36,0.44,0,0.57
504_motherTereza_15_f.jpg,0.45,0.14,0.3,0,0.37
6954_CharlesBoyer_34_m.jpg,0.53,0.47,0.15,1,0.32
2989_WoodyAllen_42_m.jpg,0.61,0.53,0.45,1,0.64
466_ConradHilton_65_m.jpg,0.63,0.47,0.25,1,0.43
4110_DickVanDyke_65_m.jpg,0.32,0.3,0.09,0,0.18
9404_SteveMcQueen_47_m.jpg,0.5,0.4,0.12,0,0.26
4642_JamesGarner_79_m.jpg,0.55,0.54,0.41,1,0.6
15209_CydCharisse_82_f.jpg,0.54,0.51,0.11,1,0.28
5734_TommyLeeJones_34_m.jpg,0.53,0.45,0.12,1,0.28
16244_NelsonMandela_74_m.jpg,0.69,0.48,0.24,1,0.43
3438_KevinSpacey_50_m.jpg,0.61,0.5,0.15,1,0.33
12970_CatherineDeneuve_64_f.jpg,0.59,0.51,0.32,1,0.51
3500_MarisaPavan_41_m.jpg,0.3,0.26,0.22,0,0.31
9394_SteveMcQueen_38_m.jpg,0.6,0.46,0.46,1,0.63
12299_LauraAntonelli_59_f.jpg,0.63,0.55,0.48,1,0.67
414_LelandStanford_57_m.jpg,0.61,0.44,0.2,1,0.37
4481_WilliamDafoe_52_m.jpg,0.69,0.56,0.32,1,0.53
