Image,label,SDD_FIQA,Match_Score,Adj_MS,Emotion_Similarity,Label,Combined_Score,U3FQ
3172_DerekJacobi_48_m.jpg,0,0.35,0.44,0.39,0.12,0,0.24,0.36
15541_JulieBishop_38_f.jpg,1,0.44,0.56,0.43,0.23,1,0.39,0.8
9573_MarcelloMastroianni_31_m.jpg,1,0.42,0.56,0.49,0.38,1,0.56,0.44
14691_ClaudetteColbert_34_f.jpg,1,0.33,0.68,0.41,0.35,1,0.53,0.57
4085_ClintWalker_83_m.jpg,1,0.34,0.56,0.57,0.08,1,0.25,0.48
15785_SarahDouglas_25_f.jpg,0,0.24,0.28,0.21,0.03,0,0.05,0.34
3948_BrianDennehy_46_m.jpg,1,0.38,0.59,0.53,0.41,1,0.6,0.34
244_TheodorakisMikis_65_m.jpg,1,0.37,0.57,0.47,0.17,1,0.34,0.26
3806_StacyKeach_36_m.jpg,0,0.26,0.47,0.41,0.39,0,0.54,0.35
11351_VirnaLisi_32_f.jpg,0,0.46,0.47,0.33,0.47,0,0.59,0.56
10495_DianneWiest_59_f.jpg,1,0.3,0.53,0.46,0.17,1,0.33,0.28
8574_CliffRobertson_57_m.jpg,1,0.56,0.54,0.39,0.25,1,0.4,0.51
3652_OmarSharif_52_m.jpg,1,0.47,0.58,0.51,0.5,1,0.68,0.33
6203_DickieMoore_63_m.jpg,1,0.38,0.51,0.44,0.38,1,0.54,0.42
11319_TanyaRoberts_40_f.jpg,1,0.56,0.62,0.5,0.35,1,0.54,0.53
11653_MireilleDarc_23_f.jpg,0,0.32,0.37,0.28,0.39,0,0.49,0.46
6164_DanaAndrews_74_m.jpg,1,0.29,0.51,0.5,0.32,1,0.5,0.36
811_JosephStalin_35_m.jpg,1,0.37,0.56,0.49,0.33,1,0.51,0.44
9533_RicardoMontalbаn_25_m.jpg,1,0.42,0.53,0.42,0.0,1,0.11,0.46
12419_AngieDickinson_36_f.jpg,0,0.54,0.49,0.42,0.06,0,0.18,0.37
11139_JuneLockhart_79_f.jpg,1,0.46,0.58,0.54,0.72,1,0.87,0.46
10446_BetteMidler_48_f.jpg,0,0.31,0.44,0.32,0.0,0,0.07,0.31
13230_RoyScheider_60_f.jpg,1,0.44,0.61,0.47,0.17,1,0.34,0.42
14310_JoanFontaine_71_f.jpg,0,0.41,0.44,0.26,0.04,0,0.1,0.35
12201_ImeldaStaunton_42_f.jpg,0,0.48,0.29,0.24,0.15,0,0.21,0.36
14795_SilvanaMangano_26_f.jpg,0,0.33,0.49,0.37,0.06,0,0.17,0.36
5357_JohnDerek_48_m.jpg,0,0.41,0.4,0.32,0.15,0,0.25,0.33
13108_GretaGarbo_58_f.jpg,0,0.29,0.38,0.29,0.38,0,0.48,0.26
6787_RowanAtkinson_52_m.jpg,1,0.4,0.6,0.46,0.38,1,0.56,0.3
2548_GaryOldman_34_m.jpg,1,0.41,0.58,0.47,0.2,1,0.37,0.41
14793_SilvanaMangano_24_f.jpg,0,0.6,0.5,0.37,0.06,0,0.17,0.63
2344_AbeVigoda_71_m.jpg,1,0.62,0.63,0.57,0.09,1,0.27,0.33
4538_DustinHoffman_45_m.jpg,0,0.41,0.34,0.23,0.08,0,0.13,0.31
6221_DickieMoore_85_m.jpg,0,0.53,0.48,0.45,0.38,0,0.54,0.41
13840_VanessaRedgrave_76_f.jpg,1,0.49,0.55,0.52,0.38,1,0.57,0.42
2552_GaryOldman_37_m.jpg,1,0.4,0.61,0.48,0.29,1,0.47,0.42
10128_JaneFonda_69_f.jpg,1,0.44,0.62,0.55,0.62,1,0.8,0.78
6705_PeterGraves_72_m.jpg,0,0.36,0.38,0.34,0.17,0,0.28,0.3
8473_WilliamHolden_39_m.jpg,0,0.37,0.44,0.36,0.14,0,0.26,0.28
7895_FredAstaire_41_m.jpg,1,0.49,0.61,0.42,0.55,1,0.7,0.46
9629_AlexandrakisAlekos_43_m.jpg,1,0.43,0.56,0.4,0.0,1,0.11,0.3
3942_BrianDennehy_40_m.jpg,0,0.32,0.43,0.39,0.41,0,0.55,0.25
13317_SigourneyWeaver_63_f.jpg,1,0.43,0.58,0.52,0.06,1,0.22,0.26
14380_LorettaYoung_75_f.jpg,0,0.52,0.47,0.4,0.28,0,0.43,0.79
10383_AnnMargret_36_f.jpg,1,0.39,0.53,0.45,0.48,1,0.64,0.39
4572_Fernandel_54_m.jpg,0,0.46,0.32,0.26,0.23,0,0.31,0.32
11227_PiaLindstrom_48_f.jpg,1,0.58,0.62,0.54,0.8,1,0.94,0.58
2466_ClaudeRich_41_m.jpg,1,0.28,0.53,0.48,0.08,1,0.23,0.3
3544_MartinSheen_64_m.jpg,1,0.4,0.59,0.52,0.18,1,0.36,0.4
11105_JodieFoster_40_f.jpg,1,0.51,0.56,0.43,0.5,1,0.66,0.49
8190_PeterUstinov_18_m.jpg,0,0.53,0.5,0.38,0.03,0,0.13,0.24
14186_GeraldinePage_38_f.jpg,1,0.6,0.52,0.4,0.26,1,0.41,0.37
750_RonaldReagan_65_m.jpg,1,0.46,0.54,0.47,0.6,1,0.75,0.36
8267_ReginaldOwen_84_m.jpg,0,0.35,0.48,0.5,0.19,0,0.36,0.48
12070_ElsaMartinelli_42_f.jpg,1,0.25,0.52,0.47,0.3,1,0.47,0.36
4030_CharlieSheen_32_m.jpg,1,0.58,0.57,0.45,0.29,1,0.46,0.35
8510_CharlesBronson_58_m.jpg,1,0.3,0.51,0.36,0.22,1,0.36,0.4
7635_TellySavalas_66_m.jpg,1,0.4,0.58,0.51,0.48,1,0.66,0.41
14588_JenniferJones_36_f.jpg,1,0.63,0.56,0.41,0.48,1,0.63,0.33
15009_AnnMiller_23_f.jpg,1,0.32,0.56,0.44,0.17,1,0.33,0.38
15850_StefaniePowers_71_f.jpg,1,0.5,0.62,0.58,0.51,1,0.71,0.61
7190_JohnWayne_39_m.jpg,1,0.52,0.6,0.48,0.25,1,0.43,0.42
9072_JeanClaudeVanDamme_43_m.jpg,0,0.43,0.38,0.29,0.24,0,0.34,0.37
6431_JoanLorring_18_m.jpg,1,0.38,0.55,0.39,0.52,1,0.66,0.5
7900_FredAstaire_37_m.jpg,1,0.5,0.52,0.32,0.23,1,0.36,0.42
5964_JeanMarais_43_m.jpg,1,0.46,0.51,0.45,0.16,1,0.31,0.5
15223_DebraPaget_22_f.jpg,1,0.46,0.57,0.44,0.38,1,0.55,0.33
3984_BurtReynolds_37_m.jpg,0,0.31,0.5,0.45,0.23,0,0.39,0.36
2887_SamElliott_45_m.jpg,0,0.54,0.49,0.42,0.31,0,0.46,0.37
3490_MarisaPavan_25_m.jpg,1,0.33,0.54,0.42,0.03,1,0.15,0.47
16354_Dench_58_f.jpg,1,0.39,0.52,0.46,0.32,1,0.49,0.41
16314_Davis_45_f.jpg,1,0.33,0.56,0.45,0.46,1,0.63,0.51
8976_FredMacMurray_69_m.jpg,1,0.44,0.59,0.55,0.03,1,0.19,0.31
6430_JoanLorring_17_m.jpg,1,0.39,0.58,0.41,0.52,1,0.67,0.58
1558_IanHolm_34_m.jpg,0,0.36,0.46,0.43,0.09,0,0.22,0.4
875_WinstonChurchill_68_m.jpg,1,0.45,0.67,0.52,0.41,1,0.61,0.44
15911_VeraEllen_38_f.jpg,1,0.28,0.53,0.41,0.41,1,0.57,0.35
10134_JoanCusack_18_f.jpg,0,0.58,0.34,0.25,0.14,0,0.21,0.62
4360_RalphMacchio_45_m.jpg,1,0.36,0.58,0.46,0.06,1,0.2,0.29
8853_ArnoldSchwarzenegger_62_m.jpg,0,0.39,0.5,0.43,0.28,0,0.44,0.34
13801_ThelmaRitter_65_f.jpg,0,0.47,0.48,0.42,0.11,0,0.24,0.39
2349_AbeVigoda_80_m.jpg,1,0.5,0.65,0.61,0.24,1,0.46,0.36
2132_MelBrooks_88_m.jpg,1,0.5,0.61,0.62,0.45,1,0.67,0.33
15806_SarahDouglas_57_f.jpg,0,0.52,0.5,0.42,0.4,0,0.55,0.4
2584_GeneWilder_44_m.jpg,1,0.54,0.59,0.52,0.17,1,0.35,0.4
3411_KevinSpacey_29_m.jpg,1,0.46,0.55,0.41,0.21,1,0.36,0.34
5857_HerbertLom_51_m.jpg,0,0.48,0.5,0.46,0.48,0,0.64,0.42
13690_NormaShearer_27_f.jpg,0,0.41,0.37,0.27,0.42,0,0.51,0.29
13106_GretaGarbo_42_f.jpg,0,0.28,0.43,0.3,0.08,0,0.17,0.26
9532_RicardoMontalbаn_23_m.jpg,0,0.47,0.39,0.31,0.0,0,0.06,0.65
8585_DavidCarradine_36_m.jpg,1,0.42,0.56,0.48,0.23,1,0.41,0.31
1706_EdHarris_47_m.jpg,0,0.37,0.29,0.24,0.26,0,0.33,0.34
10393_AnnMargret_54_f.jpg,1,0.49,0.52,0.45,0.39,1,0.56,0.26
10023_GoldieHawn_60_f.jpg,1,0.53,0.59,0.51,0.36,1,0.55,0.54
7389_LyleTalbot_58_m.jpg,1,0.36,0.53,0.47,0.38,1,0.55,0.4
12597_FrancesDee_25_f.jpg,1,0.43,0.53,0.41,0.3,1,0.46,0.48
13271_AmandaRedman_25_f.jpg,1,0.43,0.53,0.4,0.6,1,0.73,0.76
3780_SeanConnery_49_m.jpg,1,0.61,0.56,0.46,0.21,1,0.38,0.44
1472_RabindranathTagore_62_m.jpg,1,0.42,0.58,0.43,0.46,1,0.62,0.36
15800_SarahDouglas_47_f.jpg,1,0.39,0.57,0.47,0.13,1,0.29,0.3
7030_DavidNiven_29_m.jpg,1,0.44,0.67,0.51,0.5,1,0.69,0.61
7280_LeifErickson_32_m.jpg,1,0.49,0.59,0.49,0.32,1,0.51,0.53
3155_DannyDeVito_61_m.jpg,0,0.3,0.44,0.38,0.09,0,0.2,0.37
8796_AnthonyPerkins_38_m.jpg,0,0.33,0.48,0.39,0.44,0,0.58,0.3
13907_AnnieGirardot_74_f.jpg,0,0.63,0.48,0.44,0.49,0,0.64,0.67
8505_AlejandroRey_41_m.jpg,0,0.51,0.44,0.33,0.22,0,0.34,0.36
9989_GlennClose_44_f.jpg,1,0.53,0.71,0.58,0.52,1,0.73,0.64
7136_JeanPaulBelmondo_39_m.jpg,0,0.26,0.48,0.41,0.41,0,0.56,0.32
694_GeorgeHWBush_65_m.jpg,1,0.44,0.57,0.37,0.55,1,0.69,0.28
8658_JamesStewart_41_m.jpg,1,0.41,0.59,0.39,0.0,1,0.11,0.29
6819_StevenSpielberg_45_m.jpg,1,0.35,0.58,0.45,0.14,1,0.3,0.41
7090_Garycooper_35_m.jpg,1,0.56,0.57,0.41,0.42,1,0.58,0.35
8397_SpencerTracy_35_m.jpg,1,0.42,0.51,0.35,0.0,1,0.09,0.27
10589_KimBasinger_33_f.jpg,0,0.32,0.45,0.37,0.0,0,0.09,0.26
13275_AmandaRedman_31_f.jpg,0,0.45,0.5,0.41,0.27,0,0.42,0.72
8414_VictorMature_36_m.jpg,1,0.37,0.57,0.47,0.3,1,0.48,0.41
5203_CharlesGrodin_75_m.jpg,1,0.51,0.57,0.54,0.17,1,0.35,0.3
12647_IsabelleHuppert_25_f.jpg,0,0.33,0.48,0.36,0.27,0,0.41,0.29
5243_DavidMcCallum_69_m.jpg,1,0.51,0.58,0.52,0.07,1,0.23,0.39
2513_DonJohnson_37_m.jpg,1,0.49,0.56,0.46,0.63,1,0.78,0.35
16392_Houston_32_f.jpg,0,0.41,0.5,0.35,0.08,0,0.19,0.39
8296_RichardChamberlain_66_m.jpg,1,0.51,0.52,0.47,0.06,1,0.2,0.37
5901_HowardKeel_56_m.jpg,1,0.33,0.53,0.49,0.37,1,0.55,0.49
12748_JenniferAniston_34_f.jpg,0,0.33,0.36,0.27,0.17,0,0.25,0.34
15471_JeanetteMacDonald_31_f.jpg,1,0.34,0.58,0.48,0.6,1,0.76,0.74
2922_ScottGlenn_42_m.jpg,0,0.4,0.5,0.43,0.4,0,0.56,0.34
12596_FrancesDee_24_f.jpg,1,0.39,0.57,0.45,0.35,1,0.52,0.77
5688_RobertDeNiro_69_m.jpg,0,0.68,0.4,0.38,0.08,0,0.18,0.44
8533_CharlieChaplin_55_m.jpg,0,0.35,0.49,0.3,0.3,0,0.42,0.5
7868_ChristopherPlummer_45_m.jpg,0,0.47,0.5,0.43,0.35,0,0.51,0.25
11559_LaurenBacall_31_f.jpg,1,0.39,0.58,0.35,0.22,1,0.36,0.36
5249_DavidMcCallum_79_m.jpg,1,0.54,0.54,0.52,0.34,1,0.53,0.52
2797_PeterFonda_59_m.jpg,1,0.47,0.59,0.5,0.67,1,0.82,0.79
7201_JohnWayne_68_m.jpg,1,0.55,0.6,0.48,0.21,1,0.39,0.42
2099_MelBrooks_44_m.jpg,1,0.43,0.58,0.55,0.45,1,0.64,0.44
1064_EnricoFermi_48_m.jpg,1,0.56,0.65,0.51,0.5,1,0.69,0.48
2108_MelBrooks_55_m.jpg,1,0.38,0.53,0.49,0.1,1,0.25,0.25
10534_JoanCollins_31_f.jpg,1,0.48,0.62,0.56,0.39,1,0.6,0.31
550_angelamerkel_51_f.jpg,1,0.51,0.65,0.47,0.44,1,0.62,0.47
4754_MichelPiccoli_49_m.jpg,1,0.48,0.55,0.48,0.32,1,0.5,0.31
15719_MargaretNolan_64_f.jpg,0,0.54,0.37,0.32,0.28,0,0.39,0.42
2171_Mparkoulis_35_m.jpg,0,0.32,0.45,0.39,0.43,0,0.57,0.35
1120_FaradayMichael_35_m.jpg,1,0.42,0.52,0.43,0.62,1,0.75,0.54
15881_StВphaneAudran_55_f.jpg,0,0.37,0.46,0.4,0.0,0,0.09,0.27
9530_CHARLIERUGGLES_83_m.jpg,0,0.41,0.48,0.48,0.13,0,0.28,0.37
8180_PatrickSwayze_53_m.jpg,1,0.46,0.59,0.48,0.35,1,0.53,0.37
1033_EdwardTeller_72_m.jpg,1,0.45,0.59,0.28,0.6,1,0.7,0.57
10922_Arletty_57_f.jpg,1,0.47,0.59,0.52,0.45,1,0.64,0.34
12607_FrancesDee_43_f.jpg,1,0.34,0.58,0.47,0.07,1,0.22,0.34
656_TonyBlair_51_m.jpg,1,0.58,0.67,0.49,0.26,1,0.45,0.47
1041_EdwardTeller_17_m.jpg,1,0.47,0.55,0.35,0.6,1,0.72,0.65
13399_CelesteHolm_81_f.jpg,1,0.47,0.67,0.63,0.53,1,0.75,0.65
6784_RowanAtkinson_35_m.jpg,1,0.6,0.61,0.49,0.23,1,0.41,0.61
10011_GoldieHawn_37_f.jpg,1,0.58,0.6,0.5,0.36,1,0.55,0.37
11235_PiaLindstrom_63_f.jpg,1,0.54,0.67,0.58,0.8,1,0.95,0.64
3322_JeffBridges_21_m.jpg,0,0.33,0.43,0.33,0.14,0,0.25,0.34
13041_GeraldineChaplin_52_f.jpg,1,0.51,0.59,0.49,0.19,1,0.37,0.4
10508_FayeDunaway_34_f.jpg,0,0.4,0.43,0.37,0.14,0,0.26,0.32
7010_ChristopherWalken_48_m.jpg,1,0.32,0.64,0.53,0.17,1,0.36,0.25
584_QueenElizabet_35_f.jpg,1,0.44,0.59,0.53,0.52,1,0.7,0.44
6395_JamesCagney_81_m.jpg,0,0.32,0.44,0.46,0.26,0,0.42,0.26
16011_WillSmith_43_m.jpg,1,0.4,0.64,0.41,0.76,1,0.87,0.26
12046_DebbieReynolds_71_f.jpg,1,0.34,0.57,0.47,0.6,1,0.75,0.69
13977_GloriaSwanson_27_f.jpg,1,0.29,0.53,0.4,0.41,1,0.56,0.29
667_TonyBlair_25_m.jpg,0,0.38,0.47,0.25,0.52,0,0.61,0.43
5745_TommyLeeJones_49_m.jpg,1,0.67,0.63,0.52,0.26,1,0.46,0.36
11852_BarbaraBouchet_30_f.jpg,0,0.49,0.35,0.27,0.05,0,0.11,0.34
4078_ClintWalker_73_m.jpg,1,0.52,0.54,0.51,0.19,1,0.37,0.45
3000_WoodyAllen_72_m.jpg,1,0.43,0.64,0.56,0.45,1,0.65,0.32
7046_DavidNiven_65_m.jpg,1,0.4,0.57,0.45,0.11,1,0.26,0.32
5730_TommyLeeJones_30_m.jpg,0,0.43,0.36,0.28,0.41,0,0.51,0.34
15052_BettyGarrett_36_f.jpg,1,0.54,0.53,0.49,0.03,1,0.17,0.59
11925_CatherineSpaak_22_f.jpg,0,0.53,0.37,0.28,0.5,0,0.59,0.24
7215_JosephCotten_38_m.jpg,1,0.39,0.52,0.47,0.06,1,0.2,0.3
4482_WilliamDafoe_54_m.jpg,1,0.57,0.7,0.58,0.28,1,0.5,0.52
6557_LeeJCobb_53_m.jpg,0,0.36,0.5,0.39,0.12,0,0.25,0.24
8371_SimonMacCorkindale_52_m.jpg,1,0.57,0.63,0.51,0.23,1,0.42,0.45
11360_VirnaLisi_58_f.jpg,0,0.55,0.33,0.27,0.47,0,0.55,0.28
4576_Fernandel_59_m.jpg,1,0.31,0.55,0.48,0.16,1,0.33,0.33
2048_JonVoight_31_m.jpg,0,0.66,0.5,0.46,0.18,0,0.34,0.36
905_AndreasPapantreou_72_m.jpg,1,0.58,0.6,0.54,0.21,1,0.4,0.35
10931_Arletty_76_f.jpg,1,0.49,0.51,0.51,0.45,1,0.63,0.32
5369_JohnMalkovich_35_m.jpg,1,0.41,0.59,0.5,0.42,1,0.61,0.42
740_RonaldReagan_54_m.jpg,0,0.34,0.43,0.36,0.6,0,0.71,0.3
14193_GeraldinePage_43_f.jpg,1,0.44,0.52,0.39,0.49,1,0.63,0.62
4091_DickVanDyke_39_m.jpg,1,0.35,0.51,0.46,0.11,1,0.26,0.76
9659_BoDerek_44_f.jpg,1,0.58,0.66,0.52,0.5,1,0.69,0.62
14321_JoanFontaine_23_f.jpg,1,0.42,0.53,0.33,0.42,1,0.55,0.39
1193_ErnestRutherford_60_m.jpg,1,0.39,0.59,0.44,0.25,1,0.42,0.44
9933_AliMacGraw_54_f.jpg,1,0.32,0.54,0.47,0.36,1,0.53,0.33
5_MariaCallas_34_f.jpg,1,0.24,0.51,0.36,0.39,1,0.53,0.65
1603_AlCorley_34_m.jpg,1,0.56,0.63,0.52,0.28,1,0.48,0.3
122_MickJagger_20_m.jpg,1,0.36,0.56,0.41,0.29,1,0.45,0.35
11093_JodieFoster_26_f.jpg,1,0.64,0.58,0.44,0.32,1,0.49,0.63
6637_MelFerrer_56_m.jpg,0,0.4,0.47,0.43,0.54,0,0.68,0.29
16194_BillCosby_80_m.jpg,0,0.28,0.48,0.38,0.52,0,0.65,0.35
12229_IsabelleAdjani_27_f.jpg,0,0.27,0.49,0.37,0.42,0,0.56,0.32
13932_BettyGrable_36_f.jpg,0,0.34,0.39,0.3,0.6,0,0.68,0.69
5311_JackLemon_52_m.jpg,0,0.39,0.45,0.35,0.14,0,0.25,0.36
7541_RobertMorley_62_m.jpg,1,0.37,0.53,0.43,0.42,1,0.58,0.33
3643_OmarSharif_38_m.jpg,1,0.49,0.55,0.48,0.07,1,0.22,0.51
14192_GeraldinePage_46_f.jpg,1,0.36,0.54,0.4,0.14,1,0.28,0.39
9875_LauraDern_20_f.jpg,0,0.46,0.46,0.35,0.18,0,0.3,0.35
5427_KennethBranagh_31_m.jpg,1,0.4,0.52,0.42,0.04,1,0.16,0.32
224_ElvisPresley_38_m.jpg,1,0.36,0.54,0.42,0.43,1,0.59,0.31
13568_IreneDunne_51_f.jpg,1,0.31,0.54,0.47,0.28,1,0.45,0.35
12515_AnneBaxter_51_f.jpg,0,0.35,0.48,0.38,0.07,0,0.18,0.42
8945_FredMacMurray_24_m.jpg,0,0.37,0.49,0.4,0.42,0,0.57,0.32
2660_JerryLewis_82_m.jpg,0,0.45,0.49,0.33,0.06,0,0.16,0.35
9941_AliMacGraw_70_f.jpg,0,0.31,0.45,0.41,0.27,0,0.42,0.3
14630_BarbaraStanwyck_25_f.jpg,1,0.51,0.55,0.42,0.53,1,0.68,0.39
6760_RockHudson_44_m.jpg,0,0.43,0.5,0.39,0.36,0,0.51,0.64
1843_TomJones_38_m.jpg,0,0.5,0.5,0.43,0.35,0,0.51,0.65
6064_WilliamShatner_33_m.jpg,1,0.46,0.56,0.5,0.03,1,0.17,0.42
1625_AlPacino_30_m.jpg,1,0.47,0.57,0.39,0.23,1,0.38,0.41
6093_WilliamShatner_75_m.jpg,1,0.46,0.56,0.52,0.09,1,0.25,0.3
16128_SamuelJacksonn_55_m.jpg,1,0.43,0.53,0.44,0.12,1,0.27,0.33
8248_ReginaldOwen_51_m.jpg,0,0.34,0.49,0.44,0.11,0,0.25,0.29
3136_DannyDeVito_16_m.jpg,0,0.46,0.41,0.33,0.35,0,0.47,0.46
1984_JamesCaan_29_m.jpg,1,0.48,0.51,0.39,0.14,1,0.27,0.33
12918_BarbraStreisand_20_f.jpg,0,0.34,0.47,0.34,0.1,0,0.21,0.32
15869_StВphaneAudran_41_f.jpg,1,0.5,0.52,0.44,0.0,1,0.11,0.32
3294_JackColeman_26_m.jpg,1,0.45,0.61,0.46,0.15,1,0.32,0.46
7425_MickeyRooney_49_m.jpg,1,0.5,0.52,0.47,0.36,1,0.53,0.67
12889_RuthGordon_52_f.jpg,0,0.36,0.45,0.41,0.41,0,0.55,0.54
15_MariaCallas_42_f.jpg,1,0.36,0.6,0.42,0.13,1,0.28,0.33
12742_JenniferAniston_29_f.jpg,1,0.6,0.54,0.4,0.43,1,0.58,0.43
10600_KimBasinger_60_f.jpg,1,0.63,0.51,0.46,0.31,1,0.48,0.38
3543_MartinSheen_63_m.jpg,1,0.42,0.61,0.54,0.13,1,0.31,0.33
7516_RichardBoone_49_m.jpg,0,0.28,0.48,0.4,0.41,0,0.56,0.32
15756_PamelaSueMartin_23_f.jpg,1,0.65,0.53,0.4,0.37,1,0.52,0.34
12072_ElsaMartinelli_49_f.jpg,1,0.43,0.51,0.46,0.03,1,0.16,0.37
10084_JaneBirkin_39_f.jpg,0,0.4,0.39,0.32,0.08,0,0.17,0.33
1071_FlemingAlex_68_m.jpg,0,0.42,0.5,0.37,0.27,0,0.41,0.32
13265_ShirleyMacLaine_45_f.jpg,1,0.33,0.56,0.35,0.48,1,0.62,0.57
3819_StacyKeach_55_m.jpg,0,0.4,0.46,0.4,0.39,0,0.53,0.38
7645_TonyCurtis_45_m.jpg,1,0.45,0.55,0.45,0.03,1,0.16,0.3
2297_SamNeill_37_m.jpg,1,0.43,0.51,0.44,0.36,1,0.52,0.39
15693_KathrynGrayson_69_f.jpg,1,0.35,0.56,0.51,0.53,1,0.7,0.38
10580_KathrynHays_70_f.jpg,0,0.43,0.5,0.46,0.5,0,0.66,0.6
638_mitsotakis_95_m.jpg,1,0.4,0.56,0.47,0.24,1,0.41,0.34
6622_MelFerrer_38_m.jpg,1,0.57,0.57,0.51,0.54,1,0.71,0.38
6200_DickieMoore_27_m.jpg,0,0.34,0.47,0.38,0.32,0,0.46,0.36
739_RonaldReagan_49_m.jpg,1,0.4,0.59,0.48,0.6,1,0.76,0.28
14021_GreerGarson_48_f.jpg,1,0.5,0.57,0.41,0.35,1,0.51,0.47
2767_LiamNeeson_57_m.jpg,1,0.63,0.58,0.5,0.21,1,0.39,0.44
8900_ChristopherEccleston_44_m.jpg,1,0.59,0.61,0.48,0.58,1,0.75,0.46
3657_OmarSharif_68_m.jpg,1,0.54,0.58,0.53,0.5,1,0.69,0.34
16478_SerenaWilliams_24_f.jpg,1,0.45,0.61,0.44,0.04,1,0.18,0.4
1611_AlCorley_49_m.jpg,1,0.58,0.67,0.54,0.48,1,0.68,0.31
10184_JoanLeslie_77_f.jpg,1,0.5,0.52,0.48,0.37,1,0.54,0.86
13612_JessicaTandy_40_f.jpg,1,0.36,0.55,0.5,0.54,1,0.71,0.51
8038_HorstBuchholz_28_m.jpg,1,0.43,0.58,0.45,0.19,1,0.36,0.47
12806_MargaretOBrien_67_f.jpg,0,0.58,0.41,0.36,0.39,0,0.52,0.52
15926_VeronicaLake_25_f.jpg,1,0.48,0.58,0.44,0.55,1,0.71,0.56
5303_JackLemon_30_m.jpg,1,0.46,0.51,0.39,0.69,1,0.8,0.45
2428_ChevyChase_35_m.jpg,1,0.62,0.65,0.55,0.3,1,0.51,0.45
9304_BurtLancaster_43_m.jpg,1,0.31,0.57,0.4,0.14,1,0.28,0.37
11691_MireilleDarc_71_f.jpg,1,0.53,0.57,0.53,0.32,1,0.51,0.75
10179_JoanLeslie_38_f.jpg,0,0.41,0.48,0.42,0.37,0,0.52,0.39
7674_UgoTognazzi_34_m.jpg,0,0.33,0.5,0.43,0.14,0,0.28,0.32
6376_JamesCagney_35_m.jpg,1,0.6,0.59,0.51,0.26,1,0.45,0.35
9183_PeterSellers_52_m.jpg,0,0.49,0.47,0.39,0.36,0,0.5,0.26
6564_LeeJCobb_44_m.jpg,1,0.23,0.54,0.41,0.12,1,0.26,0.32
7133_JeanPaulBelmondo_36_m.jpg,1,0.36,0.6,0.52,0.31,1,0.5,0.59
4999_WarrenBeatty_30_m.jpg,0,0.28,0.4,0.31,0.12,0,0.21,0.32
10406_BarbaraBain_36_f.jpg,1,0.58,0.56,0.52,0.24,1,0.43,0.51
8933_ErnestBorgnine_75_m.jpg,1,0.37,0.59,0.58,0.5,1,0.7,0.46
9510_CHARLIERUGGLES_50_m.jpg,1,0.52,0.56,0.5,0.43,1,0.61,0.39
13937_BettyGrable_45_f.jpg,1,0.46,0.6,0.48,0.6,1,0.76,0.71
4070_ClintWalker_50_m.jpg,0,0.36,0.46,0.41,0.25,0,0.4,0.41
9548_RicardoMontalbаn_51_m.jpg,1,0.31,0.51,0.46,0.0,1,0.12,0.42
6910_YvesMontand_70_m.jpg,1,0.44,0.58,0.54,0.39,1,0.59,0.27
6680_PeterGraves_40_m.jpg,1,0.49,0.53,0.46,0.17,1,0.33,0.7
7300_LeifErickson_64_m.jpg,0,0.33,0.41,0.36,0.13,0,0.24,0.27
8848_ArnoldSchwarzenegger_56_m.jpg,1,0.56,0.58,0.49,0.28,1,0.46,0.42
8434_WalterPidgeon_40_m.jpg,1,0.47,0.57,0.5,0.5,1,0.68,0.49
11959_AngelaLansbury_35_f.jpg,1,0.41,0.53,0.49,0.5,1,0.67,0.53
9628_AlexandrakisAlekos_40_m.jpg,0,0.39,0.48,0.34,0.0,0,0.08,0.33
4629_JamesGarner_72_m.jpg,0,0.43,0.4,0.32,0.26,0,0.37,0.41
13551_HelenHayes_83_f.jpg,1,0.58,0.59,0.55,0.47,1,0.66,0.67
13435_DanielleDarrieux_63_f.jpg,0,0.35,0.48,0.44,0.33,0,0.49,0.3
10825_PeggyLipton_66_f.jpg,1,0.7,0.62,0.55,0.65,1,0.82,0.78
5101_AnthonyHopkins_55_m.jpg,1,0.62,0.62,0.46,0.36,1,0.54,0.48
955_Gaddafi_51_m.jpg,1,0.44,0.52,0.36,0.17,1,0.3,0.29
7813_AndyGriffith_69_m.jpg,0,0.44,0.45,0.43,0.11,0,0.24,0.31
12146_FrancescaAnnis_41_f.jpg,0,0.25,0.4,0.33,0.35,0,0.47,0.29
14012_GreerGarson_39_f.jpg,1,0.34,0.54,0.45,0.35,1,0.52,0.54
3009_AlanRickman_35_m.jpg,1,0.44,0.62,0.56,0.41,1,0.61,0.57
12325_MelindaDillion_66_f.jpg,0,0.48,0.5,0.45,0.28,0,0.44,0.45
5965_JeanMarais_44_m.jpg,1,0.34,0.58,0.51,0.16,1,0.34,0.46
9174_PeterSellers_34_m.jpg,1,0.27,0.57,0.41,0.36,1,0.52,0.36
4089_DickVanDyke_36_m.jpg,1,0.5,0.51,0.47,0.46,1,0.63,0.7
13829_VanessaRedgrave_65_f.jpg,1,0.59,0.53,0.47,0.26,1,0.43,0.53
934_FranklinDRoosevelt_52_m.jpg,1,0.34,0.67,0.49,0.37,1,0.56,0.48
8279_RichardChamberlain_39_m.jpg,0,0.42,0.36,0.32,0.28,0,0.39,0.43
13225_RoyScheider_50_f.jpg,1,0.35,0.51,0.43,0.36,1,0.52,0.56
